ADEP,ADES,cluster_kmeans,AC Type,n,delta_dist_nm_mean,delta_dist_nm_std,delta_dist_nm_p5,delta_dist_nm_p95,delta_duration_h_mean,delta_duration_h_std,delta_duration_h_p5,delta_duration_h_p95,delta_fuel_kg_mean,delta_fuel_kg_std,delta_fuel_kg_p5,delta_fuel_kg_p95
EGKK,LEBL,1,A21N,4,-7.08,6.33,-11.29,0.6,-0.03,0.08,-0.1,0.05,-80.88,188.29,-252.96,114.55
EGKK,LEBL,1,A319,80,-3.87,8.31,-12.92,12.72,-0.08,0.09,-0.23,0.09,-169.21,200.02,-495.12,190.68
EGKK,LEBL,1,A320,84,-3.68,7.49,-12.1,7.24,-0.07,0.09,-0.21,0.09,-168.44,223.25,-528.08,224.86
EGKK,LEBL,1,A321,19,-1.52,18.2,-12.97,28.21,-0.01,0.09,-0.13,0.17,-38.43,262.8,-375.01,479.77
EGKK,LEIB,0,A319,20,-24.28,20.7,-53.82,4.28,-0.03,0.13,-0.28,0.12,-64.69,285.84,-610.62,258.55
EGKK,LEIB,0,A320,44,-26.2,16.95,-52.62,2.0,-0.05,0.11,-0.24,0.08,-128.93,264.44,-600.68,194.43
EGKK,LEIB,0,A321,4,-10.45,10.59,-17.18,2.44,0.0,0.09,-0.08,0.1,8.68,240.73,-228.81,268.73
EGKK,LEIB,0,B738,1,-35.2,,-35.2,-35.2,-0.08,,-0.08,-0.08,-186.7,,-186.7,-186.7
EGKK,LEIB,1,A319,8,-22.85,11.9,-36.06,-5.02,-0.07,0.12,-0.21,0.08,-147.89,253.25,-451.84,179.65
EGKK,LEIB,1,A320,26,-18.47,13.36,-34.92,4.97,-0.01,0.13,-0.16,0.15,-21.0,323.74,-393.32,383.3
EGKK,LEIB,1,A321,3,-27.83,5.08,-32.83,-24.19,-0.07,0.07,-0.11,0.01,-182.53,203.2,-300.13,16.94
EGKK,LEIB,1,B38M,1,-47.0,,-47.0,-47.0,-0.1,,-0.1,-0.1,-219.3,,-219.3,-219.3
EGKK,LEIB,1,B738,5,-29.2,21.77,-53.4,-6.26,-0.16,0.13,-0.31,-0.01,-374.4,308.69,-738.02,-30.94
EGKK,LEIB,2,A20N,7,-18.53,17.01,-35.28,2.58,-0.02,0.09,-0.15,0.07,-39.74,207.52,-351.62,152.91
EGKK,LEIB,2,A21N,2,-13.3,8.91,-18.97,-7.63,0.01,0.11,-0.05,0.08,33.6,267.57,-136.68,203.88
EGKK,LEIB,2,A319,12,-20.48,17.15,-36.62,5.99,-0.05,0.19,-0.3,0.27,-103.1,420.02,-649.64,587.69
EGKK,LEIB,2,A320,7,-21.46,9.65,-28.08,-6.72,-0.02,0.1,-0.16,0.08,-45.5,258.91,-396.96,195.0
EGKK,LEIB,2,B738,13,-18.19,22.95,-45.78,14.2,-0.11,0.12,-0.28,0.06,-258.1,283.05,-663.26,137.4
EGKK,LEMD,0,A20N,1,-7.2,,-7.2,-7.2,-0.01,,-0.01,-0.01,-16.6,,-16.6,-16.6
EGKK,LEMD,0,A21N,5,-19.18,25.39,-52.36,3.9,0.0,0.09,-0.08,0.1,-0.06,225.15,-208.38,241.6
EGKK,LEMD,0,A319,28,-6.24,12.97,-26.01,13.31,0.02,0.1,-0.13,0.18,34.04,214.66,-275.54,404.64
EGKK,LEMD,0,A320,51,-16.13,19.56,-46.6,10.7,0.01,0.12,-0.2,0.18,21.25,301.85,-496.75,440.75
EGKK,LEMD,0,A321,2,-0.7,14.99,-10.24,8.84,0.02,0.18,-0.1,0.13,52.15,502.68,-267.76,372.06
EGKK,LEMD,0,B738,24,-8.0,22.84,-53.17,26.71,0.04,0.11,-0.17,0.2,89.83,273.82,-411.0,471.9
EGKK,LEMD,1,A319,1,-8.2,,-8.2,-8.2,0.13,,0.13,0.13,293.3,,293.3,293.3
EGKK,LEMD,1,B738,28,-0.71,21.28,-35.34,28.61,0.05,0.11,-0.1,0.23,114.57,270.96,-233.1,551.74
EGKK,LEMD,1,B789,1,14.3,,14.3,14.3,0.12,,0.12,0.12,641.6,,641.6,641.6
EGKK,LEMD,2,A319,10,14.66,20.05,-6.42,42.69,0.14,0.12,-0.0,0.33,312.71,268.83,-9.1,729.73
EGKK,LEMD,2,A320,6,15.02,20.28,-6.48,41.8,0.15,0.16,-0.06,0.31,371.38,389.93,-156.27,765.08
EGKK,LEMD,2,A321,1,1.4,,1.4,1.4,0.11,,0.11,0.11,299.5,,299.5,299.5
EGKK,LEMD,2,B738,6,17.8,21.25,-2.48,40.2,0.11,0.1,-0.03,0.2,257.12,251.78,-60.0,487.02
EGKK,LEMG,0,A20N,39,9.76,13.58,-5.57,34.71,0.12,0.14,-0.14,0.31,266.02,327.82,-331.72,719.8
EGKK,LEMG,0,A21N,9,10.99,13.46,-3.92,31.88,0.1,0.15,-0.07,0.33,250.03,379.44,-170.38,831.44
EGKK,LEMG,0,A319,74,9.42,20.97,-7.37,41.84,0.12,0.14,-0.08,0.29,262.8,303.17,-173.3,637.49
EGKK,LEMG,0,A320,133,7.97,16.77,-9.22,39.2,0.1,0.15,-0.15,0.31,251.51,363.57,-380.9,771.9
EGKK,LEMG,0,A321,57,8.3,17.65,-8.86,43.02,0.1,0.13,-0.11,0.25,288.09,356.2,-297.02,691.64
EGKK,LEMG,0,B38M,4,-6.95,17.35,-21.98,13.47,0.02,0.14,-0.11,0.14,39.8,289.56,-239.9,296.82
EGKK,LEMG,0,B738,3,4.83,20.81,-14.19,23.25,0.04,0.09,-0.05,0.09,93.73,219.24,-121.73,222.7
EGKK,LEMG,1,A20N,1,-1.1,,-1.1,-1.1,0.08,,0.08,0.08,192.9,,192.9,192.9
EGKK,LEMG,1,A21N,2,-7.45,30.9,-27.12,12.21,0.08,0.29,-0.1,0.27,211.5,732.14,-254.43,677.43
EGKK,LEMG,1,A319,9,-4.01,20.23,-30.56,19.02,0.06,0.18,-0.14,0.32,122.8,388.19,-298.84,711.0
EGKK,LEMG,1,A320,6,-7.65,14.0,-22.12,12.0,0.02,0.13,-0.1,0.19,58.9,324.32,-262.52,469.45
EGKK,LEMG,1,A321,9,-6.93,14.21,-22.24,9.42,0.05,0.12,-0.1,0.21,153.62,334.19,-278.88,585.36
EGKK,LEMG,1,B738,1,4.5,,4.5,4.5,-0.03,,-0.03,-0.03,-60.7,,-60.7,-60.7
EGKK,LEMH,0,A20N,9,-9.94,13.59,-24.42,7.88,-0.01,0.1,-0.16,0.11,-20.61,227.68,-361.86,261.6
EGKK,LEMH,0,A319,53,-4.19,12.24,-24.14,9.32,-0.01,0.1,-0.19,0.15,-18.81,229.29,-419.06,326.6
EGKK,LEMH,0,A320,57,-1.66,12.16,-23.92,14.12,0.01,0.1,-0.2,0.15,12.15,248.87,-489.18,362.46
EGKK,LEMH,0,A321,1,-8.5,,-8.5,-8.5,-0.01,,-0.01,-0.01,-27.3,,-27.3,-27.3
EGKK,LEMH,0,B38M,4,7.28,12.12,-7.34,15.91,0.01,0.03,-0.02,0.03,25.07,53.31,-34.23,73.35
EGKK,LEMH,0,B738,5,6.2,8.93,-5.78,13.9,0.02,0.06,-0.06,0.07,41.2,142.64,-132.8,176.42
EGKK,LEMH,0,B788,1,-9.4,,-9.4,-9.4,-0.09,,-0.09,-0.09,-442.0,,-442.0,-442.0
EGKK,LEMI,0,A20N,3,-45.07,4.3,-47.67,-40.83,-0.14,0.11,-0.25,-0.05,-324.93,264.04,-582.54,-124.89
EGKK,LEMI,0,A319,38,-36.72,15.92,-49.52,1.04,-0.09,0.14,-0.28,0.14,-189.81,302.01,-617.43,299.83
EGKK,LEMI,0,A320,17,-32.62,18.47,-47.36,4.06,-0.06,0.14,-0.22,0.14,-156.31,340.54,-549.52,341.14
EGKK,LEPA,0,A21N,5,-6.72,14.19,-22.96,9.5,0.06,0.08,-0.02,0.17,152.8,205.49,-40.0,422.78
EGKK,LEPA,0,A319,15,-11.51,8.67,-20.78,3.21,0.02,0.04,-0.05,0.07,50.13,96.8,-107.37,160.67
EGKK,LEPA,0,A320,31,-6.89,28.83,-25.6,10.6,0.04,0.11,-0.09,0.16,106.84,271.23,-228.8,392.4
EGKK,LEPA,0,A321,8,-7.71,52.82,-39.48,72.83,0.05,0.07,-0.02,0.14,144.64,182.08,-64.43,401.02
EGKK,LEPA,0,B38M,9,-7.31,8.29,-15.48,4.56,0.03,0.09,-0.1,0.14,67.74,197.72,-209.74,302.7
EGKK,LEPA,0,B738,9,-11.51,47.32,-41.18,60.56,-0.0,0.12,-0.09,0.18,-5.22,276.28,-226.12,440.0
EGKK,LEPA,0,B788,1,-21.7,,-21.7,-21.7,0.02,,0.02,0.02,78.0,,78.0,78.0
EGKK,LEPA,1,A20N,4,4.18,8.86,-3.93,13.22,0.06,0.07,-0.02,0.11,147.85,158.33,-44.95,251.68
EGKK,LEPA,1,A21N,8,9.98,16.46,-3.44,35.07,0.07,0.09,-0.03,0.19,171.29,217.93,-80.89,480.66
EGKK,LEPA,1,A319,67,3.87,6.78,-4.6,17.58,0.01,0.13,-0.2,0.29,30.36,286.08,-440.41,627.24
EGKK,LEPA,1,A320,63,3.14,7.9,-5.76,18.73,0.01,0.1,-0.16,0.12,22.96,256.61,-405.96,296.82
EGKK,LEPA,1,A321,14,3.16,6.49,-4.27,13.47,0.03,0.11,-0.11,0.18,94.44,302.04,-310.52,492.32
EGKK,LEPA,1,B38M,4,2.78,5.3,-2.14,8.77,-0.07,0.09,-0.18,0.0,-155.6,196.86,-385.68,8.12
EGKK,LEPA,1,B738,7,4.59,11.49,-3.34,22.25,-0.04,0.11,-0.19,0.09,-108.8,258.86,-445.41,226.51
EGKK,LEPA,1,B772,1,6.0,,6.0,6.0,0.05,,0.05,0.05,302.5,,302.5,302.5
EGKK,LEPA,1,B788,3,17.7,15.52,2.7,29.97,-0.03,0.08,-0.11,0.03,-152.07,428.34,-573.25,153.5
EGKK,LEVC,0,A20N,9,5.03,5.61,-0.74,14.42,0.0,0.14,-0.19,0.18,8.73,332.41,-439.04,414.66
EGKK,LEVC,0,A319,70,2.02,17.65,-8.86,17.17,0.02,0.11,-0.17,0.2,34.28,248.37,-364.54,447.45
EGKK,LEVC,0,A320,32,0.55,22.62,-16.74,45.53,0.0,0.11,-0.17,0.18,5.42,281.02,-435.43,441.4
EGKK,LEZL,0,A20N,13,5.35,7.9,-4.44,16.56,0.05,0.19,-0.21,0.31,106.29,441.84,-477.52,711.06
EGKK,LEZL,0,A21N,1,6.5,,6.5,6.5,0.0,,0.0,0.0,4.1,,4.1,4.1
EGKK,LEZL,0,A319,42,3.46,10.5,-7.44,22.5,0.04,0.13,-0.22,0.2,88.12,279.49,-478.91,449.99
EGKK,LEZL,0,A320,43,4.67,18.96,-13.54,16.29,0.03,0.14,-0.21,0.22,87.38,356.89,-513.64,545.46
EGKK,LEZL,0,A321,12,0.06,16.99,-13.88,29.26,0.02,0.12,-0.14,0.18,60.37,333.61,-385.43,500.65
EGKK,LFBD,0,A20N,5,-20.16,12.39,-34.96,-6.2,0.0,0.04,-0.03,0.06,10.64,96.4,-65.02,140.74
EGKK,LFBD,0,A319,29,-8.09,11.19,-27.0,6.96,0.02,0.06,-0.07,0.12,36.18,141.24,-150.92,268.7
EGKK,LFBD,0,A320,55,-7.69,22.4,-24.9,10.24,0.02,0.14,-0.08,0.1,53.03,345.74,-210.45,253.77
EGKK,LFBD,0,A321,12,-15.69,13.48,-32.53,6.89,0.02,0.06,-0.05,0.11,69.08,155.25,-148.04,295.64
EGKK,LFLL,0,A20N,1,-49.4,,-49.4,-49.4,-0.04,,-0.04,-0.04,-100.3,,-100.3,-100.3
EGKK,LFLL,0,A319,47,4.94,10.2,-8.39,22.16,-0.09,0.06,-0.2,0.0,-190.4,138.48,-430.07,9.24
EGKK,LFLL,0,A320,9,-8.72,4.01,-14.74,-4.44,-0.14,0.09,-0.27,-0.03,-342.01,224.1,-678.92,-78.8
EGKK,LFML,0,A319,29,9.64,15.74,-13.74,31.86,0.03,0.09,-0.1,0.15,63.56,187.77,-228.26,319.16
EGKK,LFML,0,A320,22,5.54,21.35,-15.92,34.07,0.0,0.07,-0.09,0.12,4.86,172.04,-217.1,288.04
EGKK,LFML,0,A339,1,12.5,,12.5,12.5,-0.0,,-0.0,-0.0,-21.0,,-21.0,-21.0
EGKK,LFMN,0,A20N,13,5.85,13.07,-8.46,29.14,0.06,0.07,-0.04,0.16,148.25,157.8,-98.3,368.22
EGKK,LFMN,0,A21N,13,8.28,23.03,-5.22,41.38,0.07,0.1,-0.03,0.22,183.17,246.75,-67.26,551.38
EGKK,LFMN,0,A319,64,7.77,13.02,-8.2,31.5,0.06,0.08,-0.09,0.19,141.05,181.56,-202.74,416.26
EGKK,LFMN,0,A320,96,5.61,12.7,-7.82,32.3,0.06,0.08,-0.07,0.18,148.37,196.58,-163.48,442.6
EGKK,LFMN,0,A321,27,4.07,12.5,-9.25,27.52,0.08,0.09,-0.06,0.2,214.34,247.8,-175.56,572.01
EGKK,LFMN,0,B789,1,12.5,,12.5,12.5,0.23,,0.23,0.23,1272.7,,1272.7,1272.7
EGKK,LFMT,0,A20N,2,7.4,13.72,-1.33,16.13,-0.14,0.05,-0.18,-0.11,-333.85,121.55,-411.2,-256.5
EGKK,LFMT,0,A21N,1,-13.3,,-13.3,-13.3,-0.14,,-0.14,-0.14,-348.6,,-348.6,-348.6
EGKK,LFMT,0,A319,15,-7.28,16.95,-33.89,13.07,-0.11,0.09,-0.23,0.03,-252.44,203.01,-510.81,60.86
EGKK,LFMT,0,A320,15,-6.26,18.88,-32.83,17.29,-0.07,0.07,-0.17,0.05,-172.13,174.41,-431.68,126.94
EGKK,LFMT,1,A20N,5,-1.8,11.36,-16.58,9.22,-0.09,0.05,-0.16,-0.04,-212.14,119.52,-366.38,-99.58
EGKK,LFMT,1,A319,14,-13.16,13.95,-31.36,6.5,-0.1,0.05,-0.15,-0.01,-220.74,109.29,-331.76,-30.34
EGKK,LFMT,1,A320,9,-15.61,17.52,-33.84,9.98,-0.1,0.05,-0.18,-0.04,-260.51,125.6,-436.86,-92.6
EGKK,LFPG,0,A20N,1,-6.4,,-6.4,-6.4,-0.04,,-0.04,-0.04,-93.9,,-93.9,-93.9
EGKK,LFPG,0,A21N,2,28.95,27.65,11.36,46.54,0.13,0.12,0.06,0.21,335.4,304.48,141.63,529.17
EGKK,LFPG,0,A319,52,-0.24,22.96,-35.8,21.86,0.01,0.14,-0.14,0.1,13.24,310.46,-305.08,211.22
EGKK,LFPG,0,A320,42,-2.32,21.22,-24.5,32.89,-0.02,0.08,-0.09,0.13,-39.75,195.06,-237.12,330.62
EGKK,LFPG,1,A319,4,-0.38,0.75,-1.27,0.0,0.01,0.01,-0.0,0.03,26.85,32.21,-4.88,62.43
EGKK,LFPG,1,A320,11,-7.06,23.22,-37.15,18.9,-0.04,0.09,-0.13,0.08,-98.03,216.72,-320.25,209.95
EGKK,LFPO,0,A21N,17,-33.35,19.88,-61.92,-2.5,-0.08,0.06,-0.16,0.01,-208.34,161.51,-407.94,30.42
EGKK,LFPO,0,A321,48,-33.65,15.29,-62.26,-8.99,-0.06,0.07,-0.17,0.06,-175.37,197.67,-489.31,165.59
EGKK,LFSB,0,A20N,6,6.72,7.09,-0.38,16.02,-0.13,0.1,-0.24,-0.0,-298.02,231.21,-563.35,-11.12
EGKK,LFSB,0,A21N,1,11.2,,11.2,11.2,-0.01,,-0.01,-0.01,-30.5,,-30.5,-30.5
EGKK,LFSB,0,A319,21,2.44,8.51,-14.9,13.8,-0.07,0.05,-0.16,-0.01,-150.08,113.98,-341.8,-18.5
EGKK,LFSB,0,A320,27,3.93,7.22,-7.42,16.8,-0.06,0.06,-0.17,0.0,-161.13,138.89,-430.91,6.47
EGKK,LGAV,0,A20N,1,9.3,,9.3,9.3,0.25,,0.25,0.25,564.1,,564.1,564.1
EGKK,LGAV,0,A21N,1,13.3,,13.3,13.3,0.02,,0.02,0.02,38.2,,38.2,38.2
EGKK,LGAV,0,A319,7,-0.13,12.99,-17.41,14.07,0.04,0.12,-0.08,0.2,83.71,261.2,-184.32,437.89
EGKK,LGAV,0,A320,2,-4.05,6.86,-8.42,0.31,0.02,0.09,-0.04,0.07,38.1,227.83,-106.89,183.09
EGKK,LGAV,0,A321,10,-1.47,16.77,-19.26,27.33,0.05,0.14,-0.1,0.28,142.97,393.58,-267.94,778.14
EGKK,LGAV,1,A20N,7,-15.74,15.99,-33.82,6.91,-0.03,0.1,-0.16,0.08,-60.24,224.63,-368.18,180.06
EGKK,LGAV,1,A21N,9,-0.53,19.95,-20.52,29.9,-0.02,0.13,-0.18,0.16,-55.96,315.0,-438.48,409.7
EGKK,LGAV,1,A319,13,-2.57,13.73,-24.0,13.82,0.02,0.11,-0.12,0.2,39.07,246.93,-265.58,430.94
EGKK,LGAV,1,A320,11,-6.63,12.1,-20.5,9.05,0.0,0.09,-0.13,0.11,8.95,214.02,-314.15,278.55
EGKK,LGAV,1,A321,1,4.6,,4.6,4.6,0.06,,0.06,0.06,171.1,,171.1,171.1
EGKK,LGAV,2,A20N,2,10.35,50.84,-22.01,42.7,0.03,0.1,-0.04,0.09,64.8,237.16,-86.13,215.73
EGKK,LGAV,2,A21N,2,-0.15,1.34,-1.01,0.7,-0.08,0.01,-0.09,-0.08,-202.4,22.06,-216.44,-188.36
EGKK,LGAV,2,A319,8,2.19,18.77,-22.98,26.32,0.02,0.09,-0.1,0.14,49.05,199.25,-210.16,316.13
EGKK,LGAV,2,A320,9,5.17,9.25,-6.16,18.52,0.03,0.11,-0.09,0.19,79.69,270.67,-236.98,461.9
EGKK,LGAV,2,A321,3,-10.17,7.98,-16.13,-2.36,0.06,0.08,0.01,0.15,179.93,232.72,32.86,409.42
EGKK,LGAV,3,A20N,2,-8.15,9.69,-14.32,-1.99,-0.03,0.2,-0.16,0.09,-77.05,449.51,-363.11,209.02
EGKK,LGAV,3,A21N,7,-12.3,29.57,-31.27,32.12,-0.06,0.1,-0.19,0.05,-160.56,254.55,-485.99,133.81
EGKK,LGAV,3,A319,1,13.9,,13.9,13.9,-0.02,,-0.02,-0.02,-39.7,,-39.7,-39.7
EGKK,LGAV,3,A321,2,-23.0,1.7,-24.08,-21.92,-0.05,0.06,-0.08,-0.01,-133.8,154.01,-231.81,-35.79
EGKK,LGAV,4,A21N,7,-7.24,13.13,-24.73,8.11,-0.12,0.08,-0.25,-0.05,-307.94,196.32,-614.03,-136.15
EGKK,LGAV,4,A319,4,-2.0,15.72,-18.74,11.45,0.03,0.07,-0.05,0.07,63.38,143.15,-110.7,154.26
EGKK,LGAV,4,A320,4,54.03,66.31,6.1,134.33,0.18,0.39,-0.05,0.65,449.45,967.55,-119.48,1619.96
EGKK,LGAV,4,A321,10,-5.9,13.16,-21.52,13.27,-0.01,0.09,-0.14,0.1,-21.55,257.12,-378.12,283.88
EGKK,LGAV,5,A20N,2,48.65,169.35,-59.12,156.42,0.17,0.55,-0.18,0.52,387.2,1268.55,-420.1,1194.5
EGKK,LGAV,5,A21N,7,-22.11,30.22,-65.26,7.65,-0.05,0.13,-0.23,0.09,-132.76,329.79,-574.52,225.2
EGKK,LGAV,5,A319,5,26.16,43.56,-9.0,76.34,0.15,0.24,-0.09,0.45,326.08,524.27,-208.14,995.1
EGKK,LGAV,5,A320,2,-18.55,40.8,-44.52,7.41,-0.01,0.13,-0.09,0.07,-35.05,316.71,-236.6,166.5
EGKK,LGAV,5,A321,5,-9.82,6.9,-17.32,-3.52,0.04,0.11,-0.11,0.13,100.04,311.74,-301.16,352.98
EGKK,LGIR,0,A20N,1,40.4,,40.4,40.4,0.1,,0.1,0.1,229.3,,229.3,229.3
EGKK,LGIR,0,A320,31,2.17,10.77,-14.85,17.55,-0.01,0.11,-0.13,0.14,-29.51,263.89,-321.9,351.35
EGKK,LGIR,0,A321,8,2.05,15.53,-14.9,25.41,-0.02,0.11,-0.12,0.15,-57.81,314.83,-340.08,426.65
EGKK,LGIR,0,B38M,3,-0.17,21.53,-17.28,20.61,-0.03,0.02,-0.06,-0.02,-69.27,47.28,-115.81,-36.07
EGKK,LGIR,1,A20N,1,-12.3,,-12.3,-12.3,-0.11,,-0.11,-0.11,-257.4,,-257.4,-257.4
EGKK,LGIR,1,A21N,2,-3.1,1.13,-3.82,-2.38,-0.01,0.03,-0.03,0.01,-29.2,85.42,-83.56,25.16
EGKK,LGIR,1,A320,6,8.47,32.46,-24.67,53.38,0.02,0.12,-0.07,0.2,41.53,305.63,-177.3,492.32
EGKK,LGIR,1,A321,5,-7.92,49.1,-66.0,35.2,0.06,0.11,-0.07,0.19,164.16,312.15,-208.56,518.06
EGKK,LGIR,1,B38M,1,-15.6,,-15.6,-15.6,-0.02,,-0.02,-0.02,-35.0,,-35.0,-35.0
EGKK,LGIR,2,A20N,2,-2.05,11.38,-9.3,5.19,-0.0,0.08,-0.05,0.05,-5.45,183.92,-122.5,111.59
EGKK,LGIR,2,A21N,7,8.46,12.15,-5.68,25.44,0.0,0.09,-0.07,0.14,11.63,223.45,-184.83,359.39
EGKK,LGIR,2,A320,5,-4.34,6.09,-10.1,3.02,-0.02,0.09,-0.14,0.05,-55.3,218.94,-348.22,129.58
EGKK,LGIR,2,A321,8,-3.86,5.0,-8.73,3.48,-0.0,0.11,-0.16,0.13,-5.58,312.19,-435.05,366.45
EGKK,LGIR,3,A20N,4,2.95,16.61,-16.96,16.14,-0.02,0.07,-0.08,0.06,-55.25,163.66,-187.15,132.09
EGKK,LGIR,3,A21N,6,2.0,17.32,-16.58,23.67,-0.03,0.11,-0.15,0.08,-79.78,284.94,-380.92,211.92
EGKK,LGIR,3,A320,5,-3.74,23.27,-19.74,27.88,-0.06,0.16,-0.26,0.07,-141.34,392.6,-656.5,181.18
EGKK,LGIR,3,B738,5,15.44,25.95,-12.08,46.6,-0.03,0.11,-0.13,0.11,-60.8,270.72,-320.56,272.94
EGKK,LGIR,4,A21N,4,-3.4,18.62,-18.37,18.71,-0.02,0.08,-0.11,0.06,-42.88,202.41,-277.71,140.19
EGKK,LGIR,4,A320,9,1.51,14.44,-14.84,21.74,-0.06,0.18,-0.23,0.22,-141.29,448.56,-570.86,554.66
EGKK,LGIR,4,B38M,1,-12.2,,-12.2,-12.2,-0.18,,-0.18,-0.18,-372.8,,-372.8,-372.8
EGKK,LGIR,4,B738,2,-8.95,25.67,-25.28,7.38,-0.13,0.14,-0.22,-0.04,-313.0,331.35,-523.87,-102.13
EGKK,LGKF,0,A20N,4,18.58,8.27,10.58,27.79,0.14,0.12,-0.0,0.25,320.75,283.86,-5.01,576.3
EGKK,LGKF,0,A21N,6,16.48,38.77,-20.6,70.45,0.08,0.12,-0.01,0.26,204.08,301.56,-19.95,651.93
EGKK,LGKF,0,A319,14,5.36,14.48,-17.68,24.75,0.08,0.17,-0.14,0.39,166.84,364.39,-303.94,855.84
EGKK,LGKF,0,A320,18,10.87,16.7,-4.89,41.43,0.09,0.1,-0.05,0.26,236.99,243.96,-119.63,657.89
EGKK,LGKF,0,B38M,1,19.7,,19.7,19.7,0.07,,0.07,0.07,155.8,,155.8,155.8
EGKK,LGKF,0,B738,7,16.9,14.19,1.11,37.33,0.05,0.15,-0.14,0.21,130.94,353.11,-327.09,496.09
EGKK,LGKF,1,A21N,8,21.21,35.75,-6.67,76.88,0.07,0.18,-0.09,0.34,164.55,454.82,-220.2,862.3
EGKK,LGKF,1,A319,6,21.08,7.21,12.5,28.5,0.09,0.09,-0.01,0.21,199.5,204.3,-27.52,465.02
EGKK,LGKF,1,A320,5,11.36,23.84,-21.04,29.58,0.1,0.23,-0.06,0.42,262.06,584.44,-159.64,1054.12
EGKK,LGKF,1,B738,1,59.2,,59.2,59.2,0.31,,0.31,0.31,748.0,,748.0,748.0
EGKK,LGKO,0,A20N,8,9.76,13.01,-1.14,29.71,0.08,0.1,-0.06,0.21,184.61,236.9,-129.65,491.39
EGKK,LGKO,0,A21N,2,11.75,5.44,8.28,15.22,0.04,0.01,0.03,0.04,90.65,18.17,79.08,102.22
EGKK,LGKO,0,A320,49,9.73,20.02,-15.12,43.36,0.01,0.12,-0.16,0.2,17.41,299.53,-391.14,498.6
EGKK,LGKO,0,A321,2,25.65,3.18,23.62,27.67,0.07,0.08,0.01,0.12,186.7,233.2,38.29,335.11
EGKK,LGKO,0,B38M,5,-4.22,16.53,-16.1,18.26,0.01,0.07,-0.07,0.09,13.88,154.2,-154.84,199.14
EGKK,LGKO,0,B738,10,3.77,21.22,-25.88,33.67,-0.05,0.08,-0.15,0.07,-121.27,187.28,-368.8,157.48
EGKK,LGKO,0,B772,2,19.05,41.79,-7.54,45.64,0.05,0.17,-0.06,0.16,304.35,1148.55,-426.58,1035.28
EGKK,LGKO,0,B788,2,-2.15,51.12,-34.68,30.38,-0.02,0.0,-0.02,-0.01,-85.95,21.43,-99.58,-72.32
EGKK,LGKR,0,A319,1,14.0,,14.0,14.0,0.06,,0.06,0.06,143.0,,143.0,143.0
EGKK,LGKR,0,A320,26,9.85,8.05,-4.75,20.75,0.01,0.09,-0.16,0.11,20.92,218.98,-408.3,270.52
EGKK,LGKR,0,A321,3,40.87,17.71,28.01,58.25,0.17,0.22,-0.04,0.35,485.87,614.78,-99.76,992.93
EGKK,LGKR,0,B38M,1,11.8,,11.8,11.8,0.03,,0.03,0.03,54.8,,54.8,54.8
EGKK,LGKR,1,A20N,6,16.48,8.67,5.45,25.7,0.07,0.03,0.04,0.11,163.12,67.17,103.0,259.38
EGKK,LGKR,1,A21N,6,8.08,24.21,-15.22,39.47,0.07,0.17,-0.14,0.28,179.05,425.43,-344.48,709.92
EGKK,LGKR,1,A319,1,13.7,,13.7,13.7,-0.02,,-0.02,-0.02,-44.6,,-44.6,-44.6
EGKK,LGKR,1,A320,26,5.52,12.25,-19.82,18.48,-0.0,0.05,-0.07,0.07,-3.97,135.05,-186.08,185.58
EGKK,LGKR,1,A321,1,6.7,,6.7,6.7,-0.06,,-0.06,-0.06,-168.8,,-168.8,-168.8
EGKK,LGKR,1,B738,5,5.16,19.43,-15.92,25.94,-0.04,0.11,-0.15,0.1,-91.6,270.27,-368.14,229.76
EGKK,LGKR,2,A20N,13,11.39,11.0,-1.58,30.9,0.0,0.07,-0.11,0.11,8.02,171.36,-265.08,252.94
EGKK,LGKR,2,A21N,13,6.68,8.09,-2.94,18.92,0.02,0.1,-0.13,0.13,52.48,245.4,-334.7,320.18
EGKK,LGKR,2,A320,13,20.3,18.0,2.14,49.88,0.07,0.11,-0.06,0.24,172.4,281.57,-150.84,601.06
EGKK,LGKR,2,A321,4,23.55,7.74,18.3,32.85,0.08,0.08,-0.0,0.17,213.1,229.05,-13.2,464.46
EGKK,LGKR,2,B38M,1,17.6,,17.6,17.6,0.03,,0.03,0.03,60.7,,60.7,60.7
EGKK,LGKR,2,B738,2,6.65,9.83,0.4,12.9,-0.01,0.01,-0.02,-0.01,-30.3,18.38,-42.0,-18.6
EGKK,LGRP,0,A20N,1,10.0,,10.0,10.0,-0.11,,-0.11,-0.11,-256.8,,-256.8,-256.8
EGKK,LGRP,0,A21N,1,15.6,,15.6,15.6,-0.04,,-0.04,-0.04,-93.1,,-93.1,-93.1
EGKK,LGRP,0,A320,39,10.76,11.4,-7.01,23.91,-0.03,0.11,-0.19,0.14,-82.18,269.28,-465.12,351.19
EGKK,LGRP,0,A321,2,18.45,19.16,6.26,30.64,0.03,0.06,-0.01,0.07,89.05,166.67,-17.02,195.12
EGKK,LGRP,0,B38M,1,15.2,,15.2,15.2,-0.08,,-0.08,-0.08,-170.3,,-170.3,-170.3
EGKK,LGRP,0,B789,1,8.5,,8.5,8.5,0.0,,0.0,0.0,19.9,,19.9,19.9
EGKK,LGRP,1,A20N,18,11.57,6.37,3.03,20.98,0.03,0.14,-0.18,0.2,60.14,326.64,-424.7,472.06
