ADEP,ADES,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
EDDF,ENZV,56,-13.49,11.69,-30.15,2.55,-0.08,0.06,-0.16,0.0,-196.94,135.27,-412.3,5.8
EDDF,EPGD,70,-33.79,14.88,-51.69,-4.15,-0.21,0.05,-0.28,-0.12,-343.57,123.31,-570.13,-173.83
EDDF,EPKK,124,-27.58,40.28,-153.49,3.35,-0.13,0.15,-0.58,-0.0,-317.74,359.31,-1432.05,-5.49
EDDF,EPKT,76,-17.65,17.59,-42.3,4.47,-0.08,0.08,-0.17,0.07,-154.22,149.18,-366.7,117.52
EDDF,EPPO,81,-42.02,18.85,-67.3,-10.4,-0.21,0.05,-0.28,-0.15,-292.29,72.98,-396.7,-210.0
EDDF,EPWA,192,-42.56,17.97,-66.24,-12.63,-0.1,0.06,-0.18,0.02,-216.38,146.14,-425.8,53.17
EDDF,EPWR,107,-33.6,12.96,-49.81,-18.16,-0.11,0.06,-0.17,-0.02,-177.19,95.6,-330.0,-37.92
EDDF,ESGG,125,-5.93,11.55,-33.14,5.08,-0.04,0.05,-0.11,0.03,-95.12,123.06,-279.34,80.62
EDDF,ESSA,166,-8.51,17.52,-32.95,15.3,-0.0,0.08,-0.1,0.1,-0.1,194.25,-256.65,249.62
EDDF,EVRA,95,2.37,10.21,-13.2,18.98,-0.03,0.12,-0.14,0.12,-63.07,270.53,-331.85,256.66
EDDF,EYVI,53,5.63,9.35,-6.3,22.66,0.02,0.05,-0.07,0.07,57.69,111.97,-153.3,193.9
EDDF,GCFV,39,-31.91,11.46,-52.75,-17.48,-0.12,0.09,-0.26,0.02,-293.77,223.09,-643.72,60.42
EDDF,GCLP,38,13.17,16.02,-7.35,41.4,0.0,0.09,-0.14,0.14,17.54,230.97,-292.05,377.49
EDDF,GCTS,52,-12.44,20.3,-42.22,18.79,-0.03,0.11,-0.19,0.18,-88.06,298.46,-511.37,513.93
EDDF,GMMN,68,1.1,10.89,-12.8,20.92,-0.0,0.08,-0.16,0.11,-0.94,227.56,-411.33,312.99
EDDF,HECA,86,22.54,14.1,5.28,44.28,0.11,0.11,-0.03,0.3,440.98,619.18,-79.9,1278.08
EDDF,HEGN,50,19.09,12.58,1.98,44.23,0.03,0.11,-0.16,0.17,97.1,501.9,-461.23,403.29
EDDF,KATL,107,-3.25,8.48,-16.79,8.16,0.03,0.07,-0.07,0.15,190.58,495.6,-490.89,1043.49
EDDF,KBOS,3,-2.5,14.18,-15.62,9.85,0.08,0.06,0.02,0.12,480.0,344.45,146.83,751.36
EDDF,KDEN,59,-10.89,12.05,-29.14,0.11,-0.0,0.06,-0.08,0.06,-17.27,327.68,-430.54,355.79
EDDF,KDFW,52,-2.39,10.39,-18.36,16.01,-0.01,0.09,-0.1,0.08,-63.9,457.84,-516.9,460.92
EDDF,KDTW,57,-6.55,9.38,-28.98,4.36,0.02,0.06,-0.09,0.13,122.82,378.19,-512.64,787.34
EDDF,KEWR,57,-2.69,7.36,-16.26,7.86,0.09,0.09,-0.08,0.21,577.57,576.69,-419.26,1436.48
EDDF,KIAD,61,-4.02,8.2,-17.8,7.8,-0.02,0.06,-0.09,0.07,-135.7,414.0,-734.5,556.8
EDDF,KIAH,29,-6.34,8.88,-17.3,4.02,-0.03,0.07,-0.12,0.09,-166.33,467.93,-819.86,595.46
EDDF,KJFK,113,-3.23,8.01,-15.06,8.98,0.09,0.08,-0.02,0.22,572.61,587.69,-90.7,1460.98
EDDF,KLAX,31,-6.52,8.61,-18.0,3.2,0.03,0.05,-0.02,0.1,192.33,294.71,-170.25,585.0
EDDF,KORD,107,-6.57,8.26,-22.19,4.14,0.01,0.07,-0.11,0.1,44.33,459.31,-701.29,688.72
EDDF,KSEA,58,-7.09,9.03,-25.02,2.16,0.02,0.04,-0.05,0.07,99.65,249.8,-281.13,411.6
EDDF,KSFO,81,-6.87,16.59,-21.0,2.6,0.02,0.44,-0.1,0.1,48.95,2399.01,-795.2,546.0
EDDF,LATI,52,-13.99,33.76,-33.65,6.71,-0.03,0.1,-0.13,0.08,-68.2,263.19,-341.02,216.37
EDDF,LBSF,105,-19.62,20.95,-44.96,5.3,-0.08,0.07,-0.18,0.03,-189.76,171.73,-433.62,57.78
EDDF,LDDU,57,2.03,7.71,-3.36,12.34,0.05,0.06,-0.01,0.11,117.71,142.76,-25.66,254.38
EDDF,LDSP,79,8.79,39.21,-16.63,24.31,0.07,0.17,-0.04,0.13,168.62,376.73,-79.41,359.6
EDDF,LDZA,124,1.75,8.21,-2.18,18.65,0.03,0.06,-0.05,0.1,65.37,124.65,-107.92,245.58
EDDF,LEBB,79,5.04,43.56,-24.97,37.51,-0.02,0.15,-0.16,0.09,-47.78,377.08,-412.08,256.39
EDDF,LEBL,212,-0.48,13.22,-19.14,24.48,-0.05,0.08,-0.17,0.09,-132.37,214.25,-425.76,249.98
EDDF,LEMD,256,-3.35,13.07,-22.18,19.33,0.02,0.09,-0.1,0.17,43.67,209.72,-263.05,400.0
EDDF,LEMG,94,-6.26,11.42,-26.26,6.9,0.02,0.08,-0.09,0.15,67.01,205.31,-257.91,379.12
EDDF,LEPA,240,-6.02,15.19,-32.76,19.92,-0.0,0.07,-0.11,0.12,-6.52,181.58,-263.61,291.08
EDDF,LEVC,64,-5.91,16.76,-36.44,24.32,-0.06,0.08,-0.21,0.05,-156.38,211.3,-593.45,148.38
EDDF,LFBO,97,-5.77,18.95,-36.16,17.74,-0.01,0.07,-0.12,0.08,-15.81,161.14,-301.38,193.9
EDDF,LFLL,98,6.57,10.92,0.5,21.62,-0.01,0.06,-0.07,0.08,-18.96,141.2,-181.08,186.73
EDDF,LFML,75,9.88,29.82,-3.8,23.46,0.04,0.14,-0.06,0.12,99.33,358.07,-150.64,310.33
EDDF,LFMN,120,-42.01,20.6,-65.14,3.82,-0.14,0.09,-0.25,-0.01,-338.35,221.45,-631.8,-29.3
EDDF,LFPG,345,-0.91,11.06,-10.1,27.0,0.02,0.1,-0.12,0.19,43.42,253.6,-304.2,419.38
EDDF,LFSB,142,-3.76,5.89,-7.5,3.19,0.02,0.04,-0.02,0.09,29.38,51.04,-34.9,125.84
EDDF,LGAV,125,-0.92,23.68,-30.08,28.54,0.0,0.12,-0.11,0.1,7.42,303.4,-272.72,255.68
EDDF,LGIR,138,-5.29,12.84,-27.02,17.88,-0.02,0.07,-0.11,0.08,-53.04,165.19,-290.78,198.87
EDDF,LGRP,52,3.79,11.3,-12.84,20.4,-0.03,0.08,-0.14,0.09,-60.95,193.37,-361.92,227.18
EDDF,LGTS,60,0.78,15.08,-28.5,20.62,-0.02,0.09,-0.14,0.12,-50.41,229.57,-329.7,298.52
EDDF,LHBP,131,-34.35,173.43,-38.45,-1.75,-0.1,0.36,-0.18,0.04,-369.75,2248.18,-431.25,92.6
EDDF,LIMC,155,-33.88,19.45,-55.7,0.1,-0.17,0.08,-0.28,-0.05,-428.1,216.99,-698.5,-126.47
EDDF,LIMF,66,20.55,10.7,-5.7,27.88,0.05,0.04,-0.03,0.1,84.6,67.26,-53.62,180.0
EDDF,LIML,194,41.27,11.2,20.6,52.24,0.05,0.06,-0.03,0.13,104.31,136.12,-79.5,294.38
EDDF,LIPE,97,-1.02,21.42,-17.44,24.62,-0.05,0.1,-0.17,0.1,-122.58,242.43,-398.92,257.56
EDDF,LIPQ,51,9.65,16.02,-3.45,25.5,0.04,0.06,-0.03,0.11,92.77,120.76,-69.35,245.1
EDDF,LIPX,52,-13.31,7.99,-26.34,1.28,-0.07,0.08,-0.15,0.05,-138.33,161.3,-330.0,95.1
EDDF,LIPZ,116,-41.18,15.4,-56.97,-11.9,-0.23,0.08,-0.33,-0.1,-566.55,196.37,-834.97,-272.5
EDDF,LIRF,176,-30.81,15.78,-47.85,1.98,-0.13,0.06,-0.23,-0.01,-324.91,169.68,-593.72,-21.0
EDDF,LIRN,75,-23.4,31.12,-56.59,5.97,-0.09,0.15,-0.24,0.1,-223.81,396.89,-625.33,270.04
EDDF,LIRP,53,23.92,7.98,14.26,37.44,-0.0,0.05,-0.08,0.08,-6.93,97.75,-153.66,141.1
EDDF,LIRQ,107,11.57,10.62,0.0,30.83,-0.01,0.05,-0.07,0.07,-23.38,83.42,-139.07,140.34
EDDF,LJLJ,80,32.81,14.18,14.58,41.44,0.08,0.07,0.0,0.15,120.41,104.61,6.56,229.94
EDDF,LKPR,129,-19.23,13.06,-35.58,-3.6,-0.12,0.06,-0.2,-0.02,-300.21,145.51,-500.0,-41.7
EDDF,LLBG,123,5.96,12.55,-10.67,27.18,-0.01,0.08,-0.13,0.13,-14.66,233.69,-330.46,369.44
EDDF,LMML,81,22.76,13.92,0.0,46.2,0.02,0.07,-0.1,0.14,43.33,190.71,-258.3,341.2
EDDF,LOWG,97,2.37,8.91,-9.32,12.34,0.03,0.05,-0.07,0.09,63.45,111.33,-162.86,213.3
EDDF,LOWI,73,-0.71,12.03,-12.04,20.88,0.04,0.06,-0.02,0.14,66.77,108.06,-36.2,260.7
EDDF,LOWL,52,-6.19,11.38,-14.98,16.05,-0.02,0.04,-0.07,0.05,-42.54,75.59,-120.0,90.0
EDDF,LOWS,97,-11.51,21.26,-53.84,0.86,-0.09,0.05,-0.2,-0.03,-218.13,124.11,-440.0,-73.3
EDDF,LOWW,356,2.95,16.65,-15.52,30.15,-0.01,0.06,-0.1,0.1,-18.77,153.19,-231.35,239.58
EDDF,LPFR,64,0.6,18.55,-21.24,35.45,-0.02,0.07,-0.13,0.1,-50.09,186.89,-325.3,280.0
EDDF,LPPR,77,-1.35,15.69,-19.74,22.92,-0.0,0.08,-0.12,0.13,2.36,230.26,-328.02,316.7
EDDF,LPPT,196,-10.52,19.04,-43.0,18.68,0.01,0.09,-0.13,0.17,35.96,234.62,-333.75,417.85
EDDF,LROP,115,-47.79,71.18,-62.44,-17.01,-0.12,0.16,-0.24,0.02,-293.26,438.56,-577.49,39.67
EDDF,LSGG,170,0.6,8.09,-14.65,6.87,-0.01,0.08,-0.14,0.1,-25.57,145.72,-256.85,177.91
EDDF,LSZH,244,-16.51,8.79,-22.68,0.65,-0.05,0.08,-0.15,0.08,-113.42,180.73,-342.41,178.49
EDDF,LTAI,217,-0.18,21.25,-26.66,23.6,0.04,0.09,-0.1,0.19,92.68,214.19,-240.0,458.3
EDDF,LTBJ,103,15.98,14.97,-6.24,38.62,0.04,0.07,-0.07,0.13,93.69,151.63,-158.0,280.0
EDDF,LTFJ,89,-17.31,17.77,-42.76,13.28,0.01,0.12,-0.13,0.26,31.27,304.15,-333.3,620.36
EDDF,LTFM,251,-23.55,19.94,-43.85,3.3,-0.06,0.1,-0.18,0.08,-257.49,500.58,-905.0,260.5
EDDF,LYBE,107,-14.69,20.65,-51.93,22.69,-0.04,0.09,-0.16,0.1,-90.62,222.66,-410.14,230.79
EDDF,OERK,45,19.71,30.93,-23.76,78.52,0.13,0.14,-0.09,0.36,575.05,661.24,-542.22,1642.7
EDDF,OJAI,62,20.7,12.22,2.12,37.95,0.1,0.11,-0.03,0.28,252.3,256.67,-83.4,694.92
EDDF,OLBA,89,0.27,13.11,-21.36,20.14,-0.06,0.07,-0.18,0.04,-144.82,189.2,-438.78,112.78
EDDF,OMAA,59,20.44,14.0,-0.61,43.27,0.09,0.07,-0.02,0.18,555.19,418.39,-98.86,1304.58
EDDF,OMDB,118,21.09,30.13,-23.59,60.94,0.21,0.11,0.04,0.38,1859.56,1174.48,238.23,4432.0
EDDF,OTHH,120,29.09,19.89,-0.41,61.32,0.14,0.07,0.03,0.27,979.79,594.65,227.04,1915.44
EDDF,RJAA,62,-9.58,14.89,-38.68,7.84,-0.07,0.1,-0.21,0.04,-358.83,567.82,-1181.73,339.87
EDDF,RJTT,60,-33.9,24.8,-70.54,-5.13,-0.08,0.07,-0.17,0.02,-437.33,374.62,-935.16,86.57
EDDF,RKSI,92,-1.61,14.58,-14.39,23.13,0.04,0.06,-0.03,0.17,280.23,375.96,-209.7,981.39
EDDF,SBGR,33,-0.45,6.48,-10.3,9.44,-0.04,0.06,-0.12,0.06,-334.71,490.22,-905.66,442.4
EDDF,VHHH,29,-16.31,12.46,-31.86,-0.66,-0.01,0.03,-0.07,0.04,-68.12,194.14,-378.02,219.1
EDDF,VIDP,56,-9.5,9.0,-21.45,5.52,-0.03,0.04,-0.09,0.03,-137.88,195.8,-470.18,155.43
EDDF,VTBS,69,-3.0,6.32,-11.48,9.68,-0.08,0.05,-0.15,0.01,-600.82,413.6,-1179.52,107.02
EDDF,WSSS,60,-3.66,13.33,-16.7,6.84,0.08,0.07,-0.06,0.17,549.76,523.31,-475.83,1305.38
EDDF,ZBAA,57,-7.27,8.32,-18.2,4.14,-0.0,0.06,-0.1,0.08,-24.02,454.83,-768.3,636.6
EDDF,ZSPD,146,-3.33,11.75,-16.12,12.9,-0.01,0.06,-0.11,0.06,-63.83,433.29,-847.68,463.7
EDDG,EDDF,101,-42.7,16.65,-64.2,-20.7,-0.18,0.06,-0.27,-0.08,-252.05,88.96,-377.3,-108.1
EDDG,EDDM,105,8.88,11.7,-3.8,30.32,-0.04,0.06,-0.13,0.06,-60.45,89.09,-183.36,77.72
EDDG,LEPA,99,-20.36,19.29,-40.53,7.35,-0.04,0.09,-0.15,0.08,-90.11,221.49,-369.56,210.41
EDDG,LTAI,86,-7.38,16.87,-29.5,15.6,0.05,0.08,-0.08,0.21,103.94,183.45,-200.0,510.0
EDDH,EBBR,62,-9.47,15.1,-31.68,10.54,0.01,0.09,-0.12,0.13,-7.66,166.61,-256.36,231.28
EDDH,EDDF,343,-39.58,19.47,-67.07,-8.64,-0.18,0.07,-0.29,-0.07,-466.72,177.34,-721.59,-170.07
EDDH,EDDK,53,-1.48,9.49,-18.2,8.66,-0.01,0.06,-0.1,0.07,-13.14,129.72,-248.02,167.88
EDDH,EDDL,85,3.01,6.55,-2.3,19.34,0.02,0.06,-0.07,0.12,33.29,125.88,-176.72,259.9
EDDH,EDDM,387,-18.65,9.6,-30.77,0.08,-0.09,0.07,-0.2,0.02,-242.2,166.94,-501.19,44.57
EDDH,EDDS,148,-3.58,8.22,-15.16,10.55,0.03,0.04,-0.05,0.1,66.94,104.37,-128.75,235.41
EDDH,EFHK,56,2.93,9.75,-17.2,19.23,0.07,0.06,-0.01,0.18,148.97,130.1,-29.8,404.22
EDDH,EGLL,178,8.9,13.34,-2.34,35.23,0.21,0.12,0.04,0.42,487.51,274.22,96.74,963.42
EDDH,EGSS,56,3.74,10.47,-7.02,24.62,0.08,0.06,-0.02,0.2,182.27,147.63,-33.65,465.17
EDDH,EHAM,189,6.62,7.16,-2.76,18.82,0.04,0.05,-0.03,0.14,94.26,117.26,-75.64,309.74
EDDH,EIDW,60,-16.78,18.77,-41.02,21.12,-0.03,0.09,-0.14,0.14,-59.06,208.95,-327.0,350.58
EDDH,EKCH,135,3.09,11.79,-14.51,16.3,0.01,0.07,-0.13,0.1,6.88,79.05,-116.38,89.1
EDDH,EPWA,63,-47.66,20.38,-75.85,-13.87,-0.09,0.07,-0.21,0.04,-152.09,132.52,-349.43,64.76
EDDH,ESSA,51,-5.08,14.65,-27.45,17.15,0.03,0.07,-0.08,0.13,64.54,127.41,-131.9,271.45
EDDH,LEBL,82,-7.22,28.31,-34.98,24.06,-0.02,0.09,-0.15,0.13,-56.04,227.48,-366.4,318.68
EDDH,LEMD,54,-6.59,16.08,-30.16,6.98,-0.02,0.09,-0.16,0.09,-60.13,200.39,-358.4,222.01
EDDH,LEPA,308,-7.06,15.73,-27.39,21.52,0.02,0.08,-0.09,0.15,45.48,204.06,-225.92,393.16
EDDH,LFPG,145,-4.5,12.08,-22.72,15.72,0.03,0.07,-0.08,0.17,61.27,154.57,-184.2,371.9
EDDH,LGIR,64,-6.96,12.71,-17.66,9.58,-0.0,0.11,-0.12,0.09,-11.36,276.51,-286.59,224.88
EDDH,LOWW,193,-3.07,16.59,-24.78,31.62,0.03,0.07,-0.08,0.14,75.28,175.34,-208.34,349.36
EDDH,LPPT,73,-7.98,21.43,-43.54,31.5,0.14,0.11,-0.03,0.31,274.07,215.55,-77.3,566.4
EDDH,LSZH,207,-17.78,10.09,-28.1,1.35,-0.03,0.09,-0.15,0.13,-62.5,221.69,-361.17,255.12
EDDH,LTAI,172,-10.11,22.8,-37.84,17.0,0.05,0.09,-0.08,0.19,113.69,220.75,-181.68,459.06
EDDH,LTFJ,77,-21.17,31.9,-53.26,6.58,0.03,0.15,-0.13,0.27,68.03,385.64,-333.32,666.7
EDDH,LTFM,120,-21.54,21.3,-45.6,13.1,-0.01,0.11,-0.13,0.12,-24.25,531.16,-500.0,521.77
EDDH,OMDB,60,12.82,30.62,-32.98,66.55,0.21,0.12,0.02,0.4,1650.28,921.4,138.52,3154.12
EDDK,EDDB,142,12.81,12.83,-8.1,29.59,0.03,0.06,-0.05,0.11,83.23,137.49,-120.8,281.03
EDDK,EDDH,54,-37.57,17.0,-60.34,-5.19,-0.18,0.06,-0.25,-0.08,-414.18,143.62,-588.45,-173.44
EDDK,EDDM,260,1.45,13.5,-12.5,25.22,-0.06,0.07,-0.15,0.06,-101.69,142.19,-316.2,161.84
EDDK,EDDP,45,-18.24,22.97,-56.92,3.1,-0.03,0.08,-0.16,0.08,-110.27,279.26,-650.0,180.5
EDDK,EGLL,76,13.57,15.55,-4.78,40.6,0.2,0.11,0.05,0.37,452.31,269.7,108.72,867.72
EDDK,EGNX,47,-0.93,17.43,-22.25,22.31,0.05,0.08,-0.03,0.15,216.26,395.01,-135.88,640.48
EDDK,EGSS,82,8.06,13.89,-11.57,29.77,0.07,0.06,-0.03,0.15,163.19,145.83,-61.52,405.8
EDDK,KSDF,1,0.0,,0.0,0.0,0.03,,0.03,0.03,155.8,,155.8,155.8
EDDK,LEBL,114,-20.71,26.28,-68.78,14.11,-0.05,0.09,-0.2,0.1,-177.18,302.06,-706.96,227.37
EDDK,LEPA,322,-15.29,21.46,-55.04,18.06,-0.01,0.09,-0.15,0.12,-28.5,204.63,-370.56,281.78
EDDK,LFPG,86,-26.5,16.6,-46.25,0.45,0.02,0.05,-0.05,0.1,178.22,335.6,-269.27,700.38
EDDK,LIMC,78,-57.9,18.45,-83.56,-26.86,-0.24,0.08,-0.37,-0.13,-785.46,597.99,-2201.0,-301.89
EDDK,LIME,64,-44.0,22.58,-71.28,-4.78,-0.06,0.06,-0.16,0.03,-173.32,171.02,-456.02,68.92
EDDK,LIPZ,58,-47.23,15.8,-65.82,-14.44,-0.16,0.06,-0.25,-0.05,-524.39,215.77,-916.6,-125.17
EDDK,LIRF,69,-45.58,19.78,-71.0,-8.0,-0.14,0.07,-0.25,-0.02,-332.14,171.81,-624.02,-37.0
EDDK,LOWW,170,3.27,15.48,-12.47,32.87,0.01,0.07,-0.11,0.13,44.74,198.43,-253.0,366.7
EDDK,LSZH,69,-30.81,14.32,-51.18,-5.98,-0.1,0.08,-0.21,0.02,-241.57,179.35,-470.44,48.0
EDDK,LTAI,291,-5.68,19.42,-27.85,19.45,0.06,0.11,-0.1,0.22,137.96,260.01,-240.0,520.0
EDDK,LTBJ,80,12.3,28.02,-12.26,28.16,0.03,0.11,-0.08,0.13,70.45,244.03,-200.5,281.75
EDDK,LTFJ,139,-20.54,20.4,-45.43,16.65,-0.01,0.1,-0.13,0.2,-32.93,262.49,-373.4,503.66
EDDK,LTFM,117,-22.61,23.39,-49.1,10.72,-0.02,0.11,-0.13,0.12,-73.42,349.43,-461.98,375.58
EDDL,BKPR,66,-24.08,22.83,-60.72,9.08,-0.03,0.06,-0.15,0.04,-82.31,170.7,-415.85,105.22
EDDL,EDDB,134,7.85,14.31,-9.44,25.8,0.05,0.06,-0.06,0.13,107.97,142.84,-152.17,307.1
EDDL,EDDF,127,-37.64,13.85,-49.2,-13.55,-0.2,0.06,-0.29,-0.11,-481.61,148.57,-713.2,-231.0
EDDL,EDDH,83,-46.9,18.7,-74.0,-13.24,-0.19,0.08,-0.28,-0.07,-428.56,176.86,-683.96,-159.62
EDDL,EDDM,386,5.76,39.26,-10.92,24.45,-0.07,0.17,-0.17,0.04,-152.74,381.47,-391.35,90.05
EDDL,EFHK,57,-0.26,10.19,-20.32,16.0,0.06,0.05,-0.03,0.15,138.57,132.67,-59.5,350.9
EDDL,EGBB,56,-9.66,13.91,-28.08,10.82,0.02,0.06,-0.07,0.13,51.74,140.33,-163.1,264.6
EDDL,EGCC,57,9.99,13.5,-8.88,25.02,0.04,0.07,-0.06,0.22,99.6,162.53,-125.24,461.3
EDDL,EGLC,60,-8.25,9.65,-27.12,5.14,0.04,0.06,-0.03,0.12,86.63,125.25,-73.3,272.97
EDDL,EGLL,213,1.27,13.76,-19.72,22.96,0.19,0.1,0.03,0.34,420.63,226.19,71.24,810.32
EDDL,EHAM,143,-3.03,9.28,-23.98,9.67,-0.01,0.05,-0.07,0.08,-10.49,98.2,-146.57,145.85
EDDL,EIDW,75,-10.21,14.62,-29.18,11.14,0.01,0.09,-0.08,0.12,29.41,215.65,-197.34,260.72
EDDL,EKCH,148,-7.85,9.5,-24.98,8.6,-0.06,0.07,-0.18,0.05,-108.33,150.24,-432.21,68.2
EDDL,ENGM,76,-27.21,14.67,-53.47,-4.9,-0.08,0.08,-0.22,0.04,-192.22,187.17,-507.65,79.45
EDDL,EPWA,84,-43.14,19.89,-67.76,-14.9,-0.1,0.07,-0.2,0.04,-178.07,141.22,-355.31,73.38
EDDL,ESSA,91,-10.47,17.84,-34.6,18.25,0.01,0.09,-0.1,0.12,41.31,189.08,-151.5,249.65
EDDL,GCFV,37,-38.41,15.09,-62.64,-14.12,-0.12,0.08,-0.2,0.01,-289.41,194.37,-476.26,16.24
EDDL,GCLP,39,0.03,15.73,-20.74,24.56,0.03,0.08,-0.07,0.18,67.64,176.73,-157.0,385.19
EDDL,HEGN,35,16.63,9.93,6.17,26.91,0.05,0.07,-0.11,0.15,120.97,173.66,-253.21,359.98
EDDL,LDSP,60,1.44,17.74,-33.71,32.35,0.06,0.05,-0.0,0.15,130.74,125.58,-10.95,341.46
EDDL,LEAL,52,-9.49,12.75,-30.21,8.09,0.08,0.06,-0.0,0.18,208.96,159.85,-4.04,460.23
EDDL,LEBL,115,-10.01,17.23,-34.73,17.36,-0.03,0.1,-0.16,0.13,-82.18,242.58,-391.6,318.24
EDDL,LEIB,60,-24.35,20.17,-57.91,2.95,-0.04,0.07,-0.14,0.09,-94.22,167.38,-306.16,193.17
EDDL,LEMD,107,-8.53,18.45,-32.15,12.91,0.0,0.09,-0.14,0.17,9.73,226.34,-359.53,419.01
EDDL,LEMG,90,-12.65,18.42,-44.6,10.81,0.04,0.11,-0.09,0.2,104.55,287.84,-229.88,507.4
EDDL,LEPA,396,-14.09,14.98,-37.82,12.55,-0.01,0.07,-0.12,0.1,-59.13,268.0,-604.55,283.52
EDDL,LFMN,61,-47.61,21.89,-77.4,-15.1,-0.17,0.07,-0.3,-0.07,-403.01,163.04,-654.5,-174.7
EDDL,LFPG,165,-19.83,16.23,-43.16,8.44,0.09,0.09,-0.07,0.22,192.18,190.73,-148.82,485.98
EDDL,LGAV,74,-4.68,19.73,-33.6,33.19,0.03,0.07,-0.07,0.16,64.95,181.02,-187.64,388.44
EDDL,LGIR,133,-6.14,9.9,-22.44,9.3,-0.02,0.07,-0.14,0.1,-53.49,177.65,-337.46,230.82
EDDL,LGKO,60,-3.18,15.06,-32.24,19.23,0.01,0.08,-0.14,0.12,32.36,197.93,-341.84,342.41
EDDL,LGKR,43,9.81,18.38,-27.34,30.67,0.03,0.08,-0.08,0.15,83.05,197.97,-191.85,387.27
EDDL,LGRP,54,-1.71,12.38,-21.5,17.56,-0.01,0.05,-0.1,0.07,-17.67,136.91,-236.3,197.43
EDDL,LGTS,66,-8.62,19.27,-45.38,22.8,-0.01,0.07,-0.13,0.09,-30.37,178.2,-305.73,226.08
EDDL,LIMC,63,-49.59,18.02,-71.99,-15.01,-0.2,0.08,-0.3,-0.06,-460.89,178.58,-660.0,-140.6
EDDL,LIRF,52,-39.91,12.76,-58.86,-20.92,-0.15,0.05,-0.22,-0.08,-364.0,124.35,-560.46,-171.39
EDDL,LKPR,54,-30.98,13.11,-47.02,-8.1,-0.07,0.07,-0.2,0.02,-176.2,170.83,-500.0,41.7
EDDL,LOWW,205,-0.56,15.63,-19.3,29.32,0.02,0.06,-0.07,0.13,36.23,144.96,-166.7,291.7
EDDL,LPFR,51,-8.8,13.03,-25.55,9.65,0.01,0.06,-0.07,0.12,25.02,161.0,-186.65,326.65
EDDL,LPPT,93,-16.32,17.8,-41.24,13.12,0.09,0.11,-0.07,0.29,188.04,229.07,-166.7,550.0
EDDL,LSZH,154,-23.25,12.77,-41.78,-1.17,-0.05,0.09,-0.18,0.12,-112.36,208.16,-424.86,285.01
EDDL,LTAC,56,-11.42,8.54,-25.38,0.65,0.01,0.08,-0.09,0.13,18.8,172.55,-210.0,320.0
EDDL,LTAI,391,-3.05,16.76,-26.5,21.2,0.05,0.1,-0.08,0.22,133.42,283.38,-208.4,626.65
EDDL,LTBJ,115,11.47,17.21,-15.02,36.65,0.03,0.07,-0.08,0.12,69.15,159.96,-182.5,289.62
EDDL,LTFJ,150,-11.7,18.92,-37.24,25.0,0.05,0.11,-0.1,0.25,118.56,279.47,-250.0,625.0
EDDL,LTFM,119,-21.77,23.91,-44.75,5.25,-0.02,0.12,-0.12,0.09,-127.46,440.54,-723.3,434.06
EDDL,OMDB,60,12.46,22.69,-17.19,52.85,0.22,0.13,0.02,0.43,2262.45,1444.48,165.42,4659.03
EDDM,CYYZ,59,-2.82,7.97,-16.56,7.2,0.01,0.06,-0.09,0.1,35.46,347.94,-586.29,596.74
EDDM,EBBR,185,5.52,12.76,-3.56,26.0,-0.02,0.07,-0.13,0.11,-51.0,172.45,-291.6,244.66
EDDM,EDDB,310,10.86,6.77,0.45,24.9,0.0,0.05,-0.07,0.08,11.4,124.54,-173.93,218.4
EDDM,EDDC,75,11.17,11.37,-2.7,25.01,0.03,0.04,-0.03,0.09,49.67,72.63,-50.05,168.29
EDDM,EDDF,342,-24.23,151.57,-42.28,0.19,-0.16,0.33,-0.25,-0.05,-586.75,3942.32,-628.76,-111.53
EDDM,EDDG,105,6.84,10.99,-2.7,12.32,0.0,0.07,-0.05,0.06,1.61,103.72,-65.3,84.78
EDDM,EDDH,388,-35.12,13.64,-52.03,-6.27,-0.17,0.06,-0.26,-0.07,-419.3,147.51,-638.62,-165.78
EDDM,EDDK,261,10.0,12.7,-7.7,25.3,0.03,0.08,-0.08,0.18,99.43,295.28,-155.6,692.1
EDDM,EDDL,387,-5.55,14.03,-16.8,12.78,-0.04,0.08,-0.14,0.08,-86.09,189.59,-333.19,188.84
EDDM,EDDP,45,-29.78,8.83,-40.86,-17.4,-0.12,0.05,-0.16,-0.04,-175.4,96.33,-234.6,-50.18
EDDM,EDDS,126,7.37,12.4,-6.4,22.48,0.06,0.06,-0.02,0.16,101.65,107.04,-21.5,321.02
EDDM,EDDV,166,-1.26,16.02,-23.05,16.7,-0.07,0.09,-0.17,0.03,-158.65,210.34,-392.65,49.55
EDDM,EDDW,137,-0.11,7.32,-9.34,7.82,-0.0,0.04,-0.06,0.06,-7.02,83.84,-136.86,129.18
EDDM,EDLP,58,-5.39,4.68,-11.43,2.86,-0.03,0.02,-0.07,0.01,-37.72,33.97,-93.08,17.62
EDDM,EFHK,150,-3.62,11.41,-20.47,13.06,0.0,0.08,-0.11,0.13,10.82,190.63,-275.78,340.26
