ADEP,ADES,cluster_kmeans,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
LEPA,EGKK,3,25,1.11,9.76,-12.62,14.64,0.1,0.11,-0.06,0.28,259.8,298.39,-161.24,747.08
LEPA,EGLL,0,26,10.95,8.57,-0.28,27.4,0.09,0.12,-0.03,0.27,213.65,259.26,-73.05,593.05
LEPA,EGLL,1,57,13.59,11.84,4.98,29.82,0.11,0.1,-0.01,0.29,272.82,238.29,-37.36,743.44
LEPA,EGNM,0,29,5.96,11.64,-12.28,21.66,0.03,0.06,-0.07,0.11,63.97,143.9,-178.8,268.7
LEPA,EGNM,1,59,6.65,11.98,-10.61,24.59,0.0,0.07,-0.12,0.11,6.51,155.16,-290.33,252.07
LEPA,EGNT,0,33,8.44,6.82,-3.68,16.78,0.01,0.06,-0.08,0.08,19.95,140.59,-200.0,196.94
LEPA,EGNT,1,41,11.68,9.64,-1.6,23.8,0.01,0.05,-0.08,0.07,26.31,114.41,-200.0,164.6
LEPA,EGNT,2,33,11.2,9.42,-1.62,23.84,-0.03,0.06,-0.11,0.06,-69.12,141.13,-272.0,128.0
LEPA,EGNX,0,31,1.66,13.24,-10.95,16.45,0.01,0.08,-0.12,0.12,14.29,193.24,-279.35,283.3
LEPA,EGNX,1,28,-0.34,10.05,-16.04,14.0,-0.05,0.08,-0.16,0.07,-111.53,187.68,-390.54,157.5
LEPA,EGNX,2,65,-3.05,8.86,-13.04,14.6,-0.02,0.07,-0.14,0.09,-50.49,172.14,-342.1,216.24
LEPA,EGPF,0,64,10.51,12.24,-5.48,24.15,0.01,0.09,-0.09,0.09,25.51,202.95,-208.4,293.29
LEPA,EGPH,0,45,13.24,6.6,1.0,22.54,0.06,0.05,-0.0,0.15,128.3,113.23,-7.44,354.68
LEPA,EGPH,1,43,11.36,6.23,0.97,22.02,0.02,0.06,-0.09,0.11,31.94,146.76,-222.4,244.79
LEPA,EGSS,0,65,2.64,10.36,-8.92,20.52,0.07,0.06,-0.01,0.16,169.86,131.31,-25.66,390.64
LEPA,EGSS,1,78,4.4,13.08,-21.17,25.88,0.01,0.06,-0.11,0.12,20.24,150.94,-255.1,282.09
LEPA,EGSS,2,27,-0.6,13.28,-23.3,13.96,0.07,0.07,-0.06,0.16,162.87,145.26,-142.85,353.13
LEPA,EHAM,0,36,2.94,16.35,-17.72,28.05,0.04,0.07,-0.07,0.16,102.85,174.46,-162.72,378.28
LEPA,EHAM,1,95,9.33,11.7,-16.35,23.96,0.04,0.08,-0.09,0.16,98.89,179.89,-223.55,347.45
LEPA,EHEH,0,60,-0.93,8.34,-13.62,12.46,-0.06,0.05,-0.13,0.02,-138.73,129.0,-318.8,39.77
LEPA,EIDW,0,91,-29.62,21.04,-57.35,6.75,-0.1,0.1,-0.22,0.04,-250.69,242.05,-593.1,81.65
LEPA,EKCH,0,32,-14.48,9.01,-26.84,-1.96,-0.1,0.06,-0.21,-0.02,-235.72,144.14,-508.26,-55.13
LEPA,EKCH,1,16,-21.11,21.94,-54.2,6.45,-0.11,0.05,-0.18,-0.04,-243.44,110.53,-419.1,-98.05
LEPA,EKCH,2,72,-14.63,12.94,-36.73,3.74,-0.09,0.08,-0.22,0.03,-206.75,177.65,-492.1,64.67
LEPA,ELLX,0,26,-3.94,9.92,-18.65,9.9,-0.02,0.09,-0.16,0.1,-40.68,202.1,-367.48,235.85
LEPA,ELLX,1,16,-4.74,9.52,-17.6,8.65,0.03,0.08,-0.11,0.13,69.58,176.91,-237.3,285.4
LEPA,ELLX,2,38,3.84,14.68,-14.99,25.26,0.03,0.09,-0.09,0.14,61.38,194.91,-185.8,326.8
LEPA,ENGM,0,59,-27.57,22.11,-70.95,-2.08,-0.08,0.07,-0.18,0.07,-202.02,207.28,-439.7,159.5
LEPA,ESSA,0,35,0.39,17.27,-25.27,31.07,0.02,0.06,-0.08,0.11,54.86,149.43,-184.83,286.67
LEPA,ESSA,1,24,-6.25,13.69,-28.49,13.63,-0.01,0.09,-0.13,0.1,-28.85,205.21,-316.9,254.42
LEPA,ESSA,2,19,2.47,14.77,-11.77,29.05,0.03,0.06,-0.06,0.09,71.23,149.99,-146.5,226.16
LEPA,LEAL,0,36,-1.95,5.66,-10.02,5.7,0.1,0.05,0.03,0.17,229.23,113.18,61.15,398.82
LEPA,LEAL,1,64,5.41,13.42,-5.16,16.85,0.13,0.11,0.03,0.21,302.96,284.94,81.27,506.59
LEPA,LEAL,2,64,3.5,13.62,-9.82,17.85,0.06,0.06,-0.03,0.13,155.55,160.55,-61.74,333.94
LEPA,LEBB,0,33,7.66,20.0,-14.56,30.42,0.05,0.08,-0.1,0.14,113.34,195.37,-246.54,332.24
LEPA,LEBB,1,65,-1.18,20.08,-29.28,31.66,0.03,0.11,-0.11,0.16,66.46,268.1,-284.12,381.7
LEPA,LEBL,0,684,-4.79,19.09,-21.84,15.79,-0.04,0.07,-0.15,0.07,-103.93,177.13,-348.37,168.99
LEPA,LEIB,0,342,-24.27,18.23,-50.55,0.0,-0.07,0.07,-0.19,0.05,-99.81,106.73,-295.1,47.79
LEPA,LEMD,0,111,-2.55,14.1,-33.65,19.65,0.06,0.08,-0.06,0.22,139.83,218.19,-132.5,560.0
LEPA,LEMD,1,405,2.59,11.87,-7.28,30.66,0.05,0.07,-0.03,0.18,126.92,173.31,-83.3,452.0
LEPA,LEMG,0,39,-12.66,13.83,-38.31,8.02,0.12,0.06,0.02,0.21,296.82,148.69,55.06,511.79
LEPA,LEMG,1,67,-10.58,11.39,-31.71,3.18,0.05,0.06,-0.03,0.14,132.03,144.83,-79.41,360.49
LEPA,LEMH,0,298,6.33,9.6,-6.6,22.86,0.04,0.04,-0.02,0.12,60.2,74.71,-34.65,209.15
LEPA,LEST,0,65,7.53,7.62,-3.6,19.68,0.0,0.05,-0.1,0.08,10.01,133.39,-242.08,203.66
LEPA,LEVC,0,71,5.25,12.33,-3.45,31.2,0.03,0.13,-0.1,0.14,86.55,302.61,-191.95,336.3
LEPA,LEVC,1,98,23.82,9.98,2.1,36.1,0.04,0.07,-0.07,0.13,105.23,172.92,-158.36,321.1
LEPA,LEVC,2,109,13.04,14.59,-2.6,36.1,-0.01,0.06,-0.11,0.08,-14.29,141.07,-226.8,197.24
LEPA,LEZL,0,32,3.44,19.3,-10.94,24.0,0.09,0.14,0.0,0.18,226.74,348.31,4.93,439.48
LEPA,LEZL,1,79,7.48,13.55,-2.03,35.1,0.08,0.04,0.02,0.14,187.21,90.91,41.9,338.32
LEPA,LEZL,2,27,-4.5,12.06,-21.95,24.36,0.09,0.07,0.01,0.2,216.44,156.53,17.72,485.59
LEPA,LFBD,0,50,-18.32,87.34,-17.79,19.17,-0.03,0.19,-0.07,0.08,-82.82,465.23,-165.8,178.2
LEPA,LFBO,0,17,0.69,8.78,-8.94,14.46,0.04,0.06,-0.05,0.11,86.61,135.76,-119.02,259.42
LEPA,LFBO,1,36,6.1,4.96,-2.25,13.27,0.01,0.05,-0.05,0.07,26.54,114.06,-119.65,180.88
LEPA,LFLL,0,21,5.93,12.3,-13.5,20.5,0.0,0.08,-0.13,0.14,2.62,200.2,-327.1,308.3
LEPA,LFLL,1,30,-2.37,16.02,-24.98,18.27,0.02,0.07,-0.06,0.13,56.93,160.25,-148.5,337.21
LEPA,LFLL,2,16,3.92,21.21,-14.22,32.2,0.06,0.06,-0.0,0.16,142.98,148.26,-9.45,373.9
LEPA,LFML,0,26,13.67,13.35,-3.97,36.05,0.03,0.08,-0.11,0.13,69.8,187.56,-265.02,315.2
LEPA,LFML,1,39,-1.15,14.83,-18.42,29.37,0.04,0.1,-0.11,0.2,88.94,223.41,-265.84,483.16
LEPA,LFPO,0,29,-0.29,8.03,-10.86,5.4,0.0,0.05,-0.07,0.07,6.62,119.0,-181.74,192.74
LEPA,LFPO,1,95,5.25,13.15,-11.24,33.44,0.0,0.07,-0.1,0.12,1.15,160.32,-251.31,302.74
LEPA,LFPO,2,22,-18.21,8.09,-28.67,-5.5,-0.02,0.04,-0.06,0.03,-36.92,93.9,-159.45,71.54
LEPA,LFPO,3,15,-6.92,15.15,-26.15,7.94,-0.01,0.06,-0.09,0.08,-28.17,159.79,-239.05,197.21
LEPA,LFRS,0,63,6.74,14.89,-9.61,26.09,0.0,0.06,-0.1,0.11,13.07,147.31,-234.16,267.27
LEPA,LFSB,0,104,-32.07,13.14,-52.8,-15.63,-0.12,0.06,-0.22,-0.04,-297.5,140.55,-548.95,-89.19
LEPA,LIMC,0,30,-67.38,16.62,-85.63,-35.08,-0.26,0.1,-0.36,-0.1,-609.28,233.47,-882.18,-223.5
LEPA,LIMC,1,72,-63.54,60.34,-90.65,-16.46,-0.27,0.14,-0.38,-0.13,-636.18,385.41,-880.0,-293.36
LEPA,LKPR,0,22,-35.87,37.68,-121.4,-1.88,-0.12,0.15,-0.43,0.03,-274.09,357.0,-1021.2,83.14
LEPA,LKPR,1,28,-22.08,13.11,-46.79,-6.09,-0.08,0.07,-0.21,0.03,-183.46,171.37,-493.94,66.56
LEPA,LOWW,0,144,4.46,14.43,-16.65,25.65,0.05,0.07,-0.05,0.16,114.86,166.48,-125.0,410.36
LEPA,LOWW,1,49,6.49,15.12,-16.96,32.2,0.04,0.07,-0.08,0.15,107.91,172.18,-191.66,375.0
LEPA,LPPT,0,54,-10.62,20.43,-43.36,22.85,0.05,0.1,-0.09,0.23,131.22,246.21,-222.9,570.85
LEPA,LSGG,0,26,-0.89,59.53,-25.0,-0.33,0.04,0.22,-0.12,0.09,93.87,516.54,-265.12,191.95
LEPA,LSGG,1,60,-26.08,13.94,-49.85,-7.87,0.01,0.09,-0.13,0.15,14.39,192.01,-252.32,312.75
LEPA,LSZH,0,54,-6.34,15.13,-33.07,15.2,-0.03,0.11,-0.17,0.12,-79.46,285.54,-454.34,291.97
LEPA,LSZH,1,56,-20.99,15.0,-41.88,3.92,-0.0,0.09,-0.14,0.14,-7.2,219.8,-341.0,358.4
LEPA,LSZH,2,103,-11.47,13.55,-27.78,5.44,-0.03,0.09,-0.16,0.13,-76.1,239.42,-404.54,344.42
LEPA,LSZH,3,29,-10.98,18.24,-30.1,10.34,-0.02,0.08,-0.11,0.08,-35.03,190.62,-246.62,184.6
LEPA,LSZH,4,32,-11.17,15.91,-30.26,8.8,-0.04,0.12,-0.17,0.15,-117.75,275.28,-414.84,386.66
LEPP,LEMD,0,65,8.77,7.97,-6.18,15.7,0.02,0.07,-0.08,0.13,41.79,131.85,-160.02,263.26
LEPP,LEMD,1,22,7.4,8.98,0.4,22.85,0.1,0.12,-0.06,0.35,199.59,248.92,-126.64,698.97
LERS,EIDW,0,22,-36.8,15.83,-55.9,-10.39,-0.14,0.1,-0.26,0.01,-334.79,226.56,-616.57,14.3
LERS,EIDW,1,22,-32.68,17.0,-52.58,1.26,-0.1,0.1,-0.26,0.07,-211.65,213.63,-537.51,155.15
LERS,EIDW,2,23,-30.09,23.77,-60.35,7.99,-0.04,0.18,-0.22,0.33,-98.23,428.3,-522.6,783.83
LESO,LEBL,0,58,-12.43,15.03,-35.02,16.5,-0.05,0.07,-0.15,0.07,-109.39,156.09,-333.1,155.21
LESO,LEMD,0,61,-2.46,7.3,-15.0,7.1,0.04,0.07,-0.05,0.15,84.17,152.54,-110.0,330.0
LESO,LEMD,1,23,1.12,7.36,-4.19,16.47,0.12,0.08,0.02,0.29,255.14,180.63,40.43,641.96
LEST,GCLP,0,50,12.77,11.36,0.0,32.05,0.09,0.06,-0.02,0.16,214.98,140.05,-55.58,395.82
LEST,LEAL,0,17,-2.13,9.2,-13.4,13.48,0.01,0.05,-0.05,0.08,31.71,112.18,-109.2,201.86
LEST,LEAL,1,47,-7.48,10.74,-25.12,9.65,-0.01,0.06,-0.1,0.08,-12.94,139.25,-238.37,208.75
LEST,LEBB,0,19,-1.68,20.45,-25.44,39.44,0.0,0.08,-0.11,0.15,9.45,184.69,-210.65,370.23
LEST,LEBL,0,103,-0.88,9.62,-20.41,14.38,-0.02,0.05,-0.09,0.07,-56.67,128.4,-230.03,158.25
LEST,LEMD,0,97,5.35,9.29,-5.62,21.42,0.02,0.08,-0.09,0.14,36.3,170.44,-186.64,300.24
LEST,LEMD,1,24,4.91,4.33,0.4,10.74,0.05,0.1,-0.05,0.25,114.42,218.68,-115.87,553.29
LEST,LEMG,0,21,-3.88,17.39,-29.9,16.7,0.13,0.08,0.02,0.27,305.73,185.33,41.7,557.1
LEST,LEMG,1,34,-6.63,14.1,-24.76,19.89,0.03,0.05,-0.04,0.12,77.18,122.02,-94.22,298.97
LEST,LEPA,0,27,-9.32,25.76,-46.28,39.37,-0.05,0.09,-0.19,0.1,-118.72,219.84,-453.87,231.93
LEST,LEPA,1,38,-4.06,10.77,-15.56,11.78,-0.01,0.04,-0.07,0.05,-19.83,103.92,-177.72,119.52
LEST,LEZL,0,68,-1.54,14.01,-19.66,20.38,0.06,0.09,-0.05,0.21,154.3,205.85,-134.94,501.46
LEVC,EBBR,0,37,15.22,10.93,1.2,35.12,0.04,0.07,-0.06,0.12,99.49,165.82,-154.34,297.18
LEVC,EBBR,1,21,14.02,11.67,-1.6,32.8,-0.01,0.08,-0.14,0.08,-15.4,183.99,-344.0,194.9
LEVC,EDDF,0,29,-72.33,18.14,-105.48,-47.36,-0.3,0.08,-0.46,-0.17,-771.36,210.36,-1077.84,-426.78
LEVC,EDDF,1,34,-41.09,25.53,-81.21,2.13,-0.21,0.1,-0.4,-0.05,-552.74,256.35,-988.44,-152.04
LEVC,EGKK,0,111,5.93,12.08,-16.65,25.2,0.12,0.14,-0.05,0.36,284.32,315.45,-111.9,823.3
LEVC,EHAM,0,144,8.07,14.06,-16.81,28.29,0.06,0.08,-0.07,0.19,143.83,192.59,-159.71,458.82
LEVC,EHEH,0,72,-3.44,8.74,-15.74,10.14,-0.09,0.05,-0.17,-0.01,-217.57,125.68,-406.03,-27.27
LEVC,LEBB,0,14,-25.26,14.71,-45.22,-1.94,-0.04,0.04,-0.1,0.01,-96.56,87.17,-213.37,33.56
LEVC,LEBB,1,44,-21.8,17.25,-57.74,0.43,-0.09,0.08,-0.2,0.01,-197.72,167.95,-499.42,35.56
LEVC,LEBL,0,26,-1.94,11.06,-16.5,20.75,-0.06,0.07,-0.16,0.04,-175.84,187.82,-457.48,124.8
LEVC,LEBL,1,37,-4.92,6.53,-16.72,3.36,-0.03,0.1,-0.18,0.12,-45.48,235.34,-360.1,307.6
LEVC,LEIB,0,142,-18.64,16.4,-46.48,0.0,-0.07,0.06,-0.16,0.04,-147.95,133.35,-365.52,60.19
LEVC,LEMD,0,40,3.4,11.07,-3.89,19.91,0.02,0.07,-0.03,0.12,41.41,140.25,-68.36,241.33
LEVC,LEMD,1,49,3.28,11.16,-7.48,25.0,0.06,0.07,-0.03,0.18,132.19,152.0,-68.32,363.96
LEVC,LEMD,2,16,-3.82,19.38,-37.88,19.62,0.07,0.09,-0.06,0.21,148.86,201.48,-116.68,500.0
LEVC,LEMD,3,18,3.67,8.49,0.1,21.23,0.01,0.04,-0.04,0.09,28.15,84.45,-76.69,176.69
LEVC,LEMD,4,44,-5.57,10.79,-30.34,5.27,0.08,0.05,0.0,0.16,189.97,112.58,12.0,388.0
LEVC,LEMG,0,44,-10.43,9.74,-23.66,4.49,-0.05,0.08,-0.15,0.07,-54.01,127.77,-222.88,137.7
LEVC,LEMG,1,23,-9.61,7.75,-23.29,2.13,-0.01,0.09,-0.15,0.09,0.78,191.38,-303.4,220.16
LEVC,LEMH,0,84,-11.05,12.52,-29.85,9.77,-0.06,0.08,-0.16,0.06,-133.26,184.17,-361.62,144.21
LEVC,LEPA,0,116,-8.92,20.01,-43.98,10.72,-0.09,0.09,-0.22,0.11,-210.92,227.27,-517.5,217.38
LEVC,LEPA,1,113,-13.42,17.08,-42.84,3.62,-0.05,0.08,-0.17,0.06,-117.88,174.98,-410.68,143.72
LEVC,LEPA,2,45,-15.82,18.57,-49.06,0.0,-0.19,0.05,-0.27,-0.09,-350.28,122.56,-531.26,-107.9
LEVC,LEZL,0,77,-3.54,13.66,-16.14,27.8,0.02,0.06,-0.04,0.11,59.04,134.31,-93.84,252.56
LEVC,LEZL,1,26,2.38,11.34,-9.2,22.35,0.02,0.07,-0.06,0.11,51.52,153.14,-113.5,212.6
LEVC,LFPG,0,79,-14.31,19.73,-49.9,9.16,0.04,0.08,-0.05,0.19,93.55,180.1,-131.61,425.82
LEVC,LFPO,0,124,-1.19,14.14,-28.33,22.42,-0.01,0.07,-0.12,0.11,-37.55,186.62,-298.76,266.1
LEVC,LIPE,0,30,-8.68,6.75,-19.53,1.34,-0.01,0.05,-0.09,0.07,-23.95,110.86,-193.48,167.5
LEVC,LIPE,1,22,-23.95,12.86,-39.52,-3.37,0.01,0.06,-0.07,0.09,11.35,142.63,-159.0,219.0
LEVC,LIRF,0,106,-35.11,19.03,-56.2,-0.9,-0.1,0.08,-0.2,0.02,-240.35,192.97,-500.0,40.0
LEVC,LPPT,0,40,-20.82,27.92,-48.67,15.1,0.07,0.11,-0.1,0.22,142.82,239.46,-240.84,478.53
LEVC,LPPT,1,45,-10.31,14.99,-30.52,7.96,0.03,0.09,-0.1,0.16,68.74,188.38,-236.68,352.04
LEVC,LSZH,0,78,-8.99,23.0,-59.82,10.55,-0.07,0.09,-0.2,0.06,-163.95,217.86,-497.7,147.42
LEVC,LTFM,0,58,-17.84,21.66,-44.34,20.23,0.04,0.08,-0.07,0.17,79.24,175.85,-171.01,363.75
LEVT,LEZL,0,21,-7.9,14.25,-33.1,10.4,0.05,0.06,-0.01,0.14,152.8,200.6,-40.5,437.4
LEVT,LEZL,1,33,-14.9,16.06,-33.18,13.36,-0.01,0.06,-0.11,0.1,-65.77,215.24,-432.4,245.34
LEVX,LEBL,0,52,-4.62,11.23,-22.35,15.67,-0.02,0.07,-0.12,0.09,-53.31,182.14,-307.89,230.97
LEVX,LEBL,1,15,-0.27,13.13,-21.91,16.97,-0.0,0.06,-0.08,0.07,-5.84,142.74,-195.09,171.58
LEVX,LEMD,0,185,2.37,8.2,-8.06,18.18,0.03,0.07,-0.07,0.16,71.59,173.15,-167.74,396.66
LEVX,LEMD,1,60,4.36,4.8,-1.5,14.04,0.09,0.07,-0.01,0.2,219.39,168.01,-33.64,513.3
LEXJ,LEBL,0,31,-2.84,10.45,-14.5,18.15,-0.02,0.05,-0.09,0.08,-39.19,132.91,-227.8,198.25
LEXJ,LEBL,1,28,-3.78,9.91,-20.34,15.11,0.01,0.06,-0.09,0.12,14.19,145.83,-202.49,269.5
LEXJ,LEMD,0,89,-5.84,9.92,-22.28,10.36,0.0,0.06,-0.08,0.1,6.44,128.19,-166.6,200.0
LEXJ,LEMD,1,30,0.53,5.27,-6.64,11.76,0.07,0.06,-0.02,0.19,141.25,129.02,-32.67,369.98
LEZL,EGKK,0,110,-0.02,12.67,-25.2,16.01,0.08,0.12,-0.09,0.28,203.14,289.34,-221.38,630.16
LEZL,GCLP,0,51,8.35,9.28,-4.95,21.15,0.09,0.04,0.02,0.14,219.2,96.02,61.45,360.8
LEZL,GCLP,1,22,12.24,8.37,-4.46,25.2,0.08,0.05,-0.01,0.14,198.04,122.84,-34.51,338.2
LEZL,GCXO,0,89,9.63,7.63,0.64,24.32,0.01,0.04,-0.06,0.07,31.25,101.25,-161.56,185.86
LEZL,LEBB,0,109,-14.96,11.07,-32.28,5.9,-0.02,0.04,-0.08,0.05,-43.08,92.74,-189.74,122.76
LEZL,LEBL,0,43,-18.59,20.81,-44.55,26.07,-0.02,0.07,-0.12,0.09,-56.36,164.24,-282.19,218.15
LEZL,LEBL,1,128,-16.95,18.52,-49.38,13.92,-0.04,0.06,-0.11,0.08,-92.5,152.9,-311.06,201.68
LEZL,LEBL,2,71,-17.01,13.04,-34.2,10.65,-0.05,0.06,-0.12,0.04,-118.68,140.96,-299.65,102.95
LEZL,LEMD,0,84,1.41,22.09,-11.78,38.12,0.04,0.08,-0.03,0.17,112.37,190.6,-83.4,452.04
LEZL,LEMD,1,24,-5.01,8.52,-18.66,7.59,0.03,0.07,-0.06,0.14,86.53,183.93,-154.12,349.28
LEZL,LEPA,0,68,-28.92,24.53,-78.61,3.59,-0.05,0.09,-0.2,0.12,-123.72,217.84,-450.29,287.65
LEZL,LEPA,1,69,-11.81,14.12,-33.1,8.58,0.03,0.06,-0.06,0.12,79.45,135.86,-143.38,309.54
LEZL,LEST,0,68,7.43,18.31,-21.78,29.3,-0.01,0.06,-0.1,0.08,-26.45,142.72,-239.5,198.21
LEZL,LEVC,0,102,-26.76,15.51,-48.68,0.09,-0.05,0.06,-0.14,0.04,-101.23,133.78,-325.1,92.65
LEZL,LEVT,0,54,-5.73,16.19,-17.24,7.87,0.01,0.12,-0.15,0.14,37.78,460.88,-363.5,492.84
LEZL,LFPG,0,28,-22.03,14.61,-51.64,4.5,0.02,0.12,-0.1,0.2,25.46,266.36,-238.56,447.29
LEZL,LFPG,1,30,-18.59,17.66,-32.96,9.75,0.02,0.11,-0.12,0.21,27.43,239.14,-288.58,464.72
LEZL,LFPO,0,47,-4.51,13.07,-18.44,22.15,0.01,0.08,-0.09,0.17,20.82,187.93,-220.09,407.4
LEZL,LFPO,1,24,-10.05,11.12,-19.54,9.63,0.0,0.07,-0.07,0.05,7.03,179.94,-176.39,121.6
LEZL,LPPT,0,73,-21.98,34.88,-84.96,10.96,-0.01,0.11,-0.2,0.18,-18.47,246.99,-469.32,376.02
LEZL,LPPT,1,21,-23.05,35.31,-71.9,15.5,-0.07,0.13,-0.25,0.1,-60.6,114.52,-225.0,90.0
LFBD,EGKK,0,100,0.4,13.56,-18.74,19.05,0.09,0.12,-0.05,0.33,228.84,296.67,-118.59,780.31
LFBD,EHAM,0,84,14.77,11.98,-6.99,32.18,0.07,0.08,-0.08,0.19,152.89,191.6,-199.4,452.72
LFBD,EIDW,0,55,-25.22,15.41,-48.62,0.36,-0.07,0.08,-0.18,0.07,-159.63,193.33,-444.03,186.08
LFBD,LEMD,0,94,-1.19,7.8,-13.7,12.71,0.06,0.07,-0.02,0.18,120.32,149.15,-40.0,366.64
LFBD,LFLL,0,165,3.35,10.84,-14.08,19.26,0.03,0.08,-0.09,0.18,57.72,189.4,-193.54,392.46
LFBD,LFML,0,121,-24.01,11.56,-40.9,2.2,-0.09,0.06,-0.16,0.0,-203.36,146.94,-375.8,0.7
LFBD,LFMN,0,103,4.1,11.14,-8.9,27.73,0.03,0.06,-0.06,0.14,55.72,145.51,-131.51,318.01
LFBD,LFPG,0,252,-12.3,13.51,-43.12,7.99,0.02,0.09,-0.12,0.16,42.06,273.23,-327.27,529.28
LFBD,LFQQ,0,15,-8.86,7.93,-18.73,1.88,-0.11,0.03,-0.15,-0.05,-254.39,89.72,-365.13,-116.23
LFBD,LFQQ,1,45,-4.32,8.12,-18.6,6.68,-0.06,0.05,-0.15,0.0,-151.01,114.49,-365.1,0.82
LFBD,LPPR,0,69,-1.36,16.4,-25.02,21.48,0.02,0.08,-0.1,0.13,41.0,190.19,-250.0,311.98
LFBD,LPPT,0,58,-9.17,18.24,-40.4,17.87,0.05,0.07,-0.05,0.17,115.07,177.96,-130.25,422.95
LFBD,LSGG,0,26,-10.27,6.83,-15.78,-6.55,-0.13,0.06,-0.21,-0.04,-332.37,141.9,-520.83,-106.28
LFBD,LSGG,1,44,-7.34,10.98,-19.32,9.36,0.1,0.06,-0.01,0.19,249.11,154.4,-20.44,469.48
LFBO,EBBR,0,45,25.77,20.27,1.2,46.26,-0.03,0.1,-0.17,0.11,-51.27,234.62,-366.6,245.68
LFBO,EBBR,1,33,27.03,52.83,3.94,39.96,0.02,0.18,-0.12,0.13,57.48,400.2,-256.64,371.54
LFBO,EDDF,0,30,-57.06,106.32,-134.38,99.83,-0.24,0.32,-0.52,0.51,-583.53,777.81,-1282.76,1358.26
LFBO,EDDF,1,68,-22.65,29.3,-57.3,4.63,-0.18,0.09,-0.29,-0.03,-446.5,222.68,-704.14,-66.52
LFBO,EDDM,0,107,6.6,11.19,-7.97,24.68,-0.1,0.07,-0.22,0.02,-228.19,170.54,-513.62,52.4
LFBO,EGLL,0,78,19.19,9.98,4.8,34.99,0.16,0.09,0.02,0.32,387.19,227.0,53.3,809.22
LFBO,EHAM,0,46,26.39,9.93,9.43,43.85,0.07,0.07,-0.01,0.19,150.68,165.49,-33.35,416.17
LFBO,EHAM,1,42,8.9,12.05,-12.98,27.06,0.03,0.09,-0.08,0.16,66.13,210.73,-191.86,344.7
LFBO,EHAM,2,19,19.99,13.91,-2.36,37.37,0.04,0.05,-0.05,0.11,85.86,107.56,-108.84,241.58
LFBO,LEMD,0,100,-10.6,12.81,-23.27,3.94,-0.0,0.08,-0.1,0.08,-3.91,171.97,-200.0,184.23
LFBO,LEPA,0,53,-2.14,8.94,-15.8,9.76,0.03,0.08,-0.09,0.18,69.81,179.2,-209.82,396.66
LFBO,LFLL,0,132,14.5,14.33,-3.3,30.8,0.06,0.09,-0.06,0.19,192.54,269.77,-153.87,747.55
LFBO,LFPG,0,283,-4.97,12.73,-26.05,13.62,-0.0,0.09,-0.16,0.15,-8.96,204.99,-360.16,340.67
LFBO,LFPO,0,210,12.65,12.28,0.77,40.34,-0.05,0.06,-0.13,0.06,-110.88,144.63,-293.48,132.78
LFBO,LFPO,1,185,1.43,11.0,-24.9,22.74,-0.06,0.06,-0.16,0.05,-135.75,148.68,-382.9,112.44
LFBO,LFPO,2,83,14.87,17.45,-15.42,45.53,-0.04,0.07,-0.12,0.09,-88.44,180.44,-310.55,237.43
LFBO,LFQQ,0,16,-10.08,7.59,-20.08,4.55,-0.09,0.04,-0.15,-0.04,-207.09,90.27,-371.7,-89.25
LFBO,LFQQ,1,27,-0.27,10.15,-15.4,13.96,-0.07,0.05,-0.16,-0.01,-157.9,110.72,-344.96,-28.91
LFBO,LFQQ,2,26,-4.04,7.53,-17.02,6.12,-0.05,0.05,-0.16,-0.0,-119.11,120.71,-353.7,-2.2
LFBO,LFRS,0,81,16.89,10.39,2.1,34.9,-0.01,0.04,-0.08,0.06,-23.02,93.79,-181.5,127.7
LFBO,LFRS,1,38,13.06,10.48,2.0,27.93,0.03,0.14,-0.34,0.14,23.62,104.06,-218.3,96.97
LFBO,LPPT,0,107,-6.19,22.61,-35.8,25.86,0.08,0.1,-0.05,0.26,169.49,234.06,-101.99,581.69
LFBP,LFLL,0,10,12.82,8.89,-2.28,22.3,0.2,0.05,0.13,0.26,340.45,81.87,227.3,450.44
LFBP,LFPG,0,90,-33.38,18.92,-68.13,-0.88,0.07,0.07,-0.03,0.2,151.98,143.7,-50.72,399.6
LFBP,LFPO,0,55,-15.98,15.95,-29.03,10.33,-0.06,0.07,-0.17,0.04,-152.58,160.94,-415.51,105.08
LFBT,LFPO,0,24,-15.31,15.15,-27.11,14.35,0.0,0.08,-0.09,0.13,6.86,165.34,-190.01,287.63
LFBT,LFPO,1,36,-20.11,14.02,-33.12,5.9,-0.05,0.07,-0.16,0.04,-120.71,143.39,-343.42,76.9
LFBZ,LFLL,0,59,7.64,12.74,-10.67,26.81,0.11,0.07,-0.02,0.21,186.12,138.2,-39.96,353.41
LFBZ,LFLL,1,22,6.68,11.62,-6.88,20.96,-0.07,0.05,-0.14,0.0,-161.43,108.67,-342.06,2.26
LFBZ,LFPG,0,124,-9.57,14.15,-41.71,12.79,0.11,0.1,-0.12,0.25,212.24,205.7,-293.91,482.68
