ADEP,ADES,cluster_kmeans,n,delta_dist_nm_pooled_mean,delta_dist_nm_pooled_std,delta_dist_nm_pooled_p5,delta_dist_nm_pooled_p95,delta_duration_h_pooled_mean,delta_duration_h_pooled_std,delta_duration_h_pooled_p5,delta_duration_h_pooled_p95
DAAG,LFPO,1,50,4.55,16.34,-14.2,32.83,0.01,0.13,-0.13,0.25
DAAG,LIRF,0,70,-31.42,23.66,-59.82,7.45,-0.12,0.07,-0.21,-0.03
DAAG,LTFM,0,137,-12.94,18.76,-37.4,20.14,0.05,0.13,-0.13,0.26
DAAG,LTFM,1,21,-10.83,36.9,-57.5,45.9,-0.05,0.12,-0.21,0.13
DAAG,LTFM,2,22,-29.69,19.41,-50.06,12.49,-0.05,0.12,-0.2,0.15
DAAG,OMDB,0,21,10.32,10.92,-2.8,25.1,0.11,0.12,-0.03,0.33
DAAG,OMDB,1,30,13.1,15.13,-7.02,34.83,0.19,0.09,0.0,0.3
DABC,LFML,0,59,14.68,15.26,-2.01,44.89,0.06,0.08,-0.05,0.2
DAOO,LFML,0,61,11.36,17.99,-8.9,36.0,0.05,0.1,-0.09,0.19
DAOO,LFPG,0,72,-7.54,22.39,-32.48,26.49,0.0,0.18,-0.17,0.27
DAOO,LFPO,0,57,2.4,35.59,-34.94,67.14,0.01,0.14,-0.18,0.26
DIAP,GMMN,0,55,0.91,24.43,-17.22,44.66,-0.02,0.09,-0.16,0.14
DIAP,LFPG,0,52,2.6,119.45,-78.35,345.38,0.12,0.29,-0.2,0.7
DNMM,EGLL,0,21,13.78,28.71,-10.5,70.0,0.02,0.18,-0.23,0.27
DNMM,EGLL,1,22,13.95,43.31,-23.4,107.98,0.06,0.19,-0.27,0.35
DNMM,EGLL,2,17,18.45,32.18,-6.24,69.66,0.03,0.14,-0.16,0.19
DTMB,LFPO,0,68,2.31,34.7,-20.37,51.76,0.04,0.14,-0.17,0.28
DTTA,EDDF,0,22,-22.1,14.32,-42.46,2.95,-0.11,0.1,-0.27,-0.01
DTTA,EDDF,1,27,-20.22,18.94,-47.52,9.11,-0.13,0.11,-0.31,0.04
DTTA,EDDF,2,19,-24.58,19.06,-52.36,1.24,-0.09,0.11,-0.27,0.04
DTTA,EDDF,3,28,-15.84,20.98,-53.84,17.89,-0.09,0.11,-0.25,0.03
DTTA,GMMN,0,42,-2.06,12.24,-12.88,15.49,0.06,0.14,-0.16,0.26
DTTA,GMMN,1,17,-13.58,13.49,-27.0,9.76,0.01,0.14,-0.18,0.19
DTTA,GMMN,2,43,-41.83,24.69,-74.95,-2.13,-0.07,0.13,-0.3,0.11
DTTA,HLLB,0,74,14.39,9.54,3.29,29.09,0.1,0.07,-0.0,0.21
DTTA,LFLL,0,91,16.34,15.62,-5.15,35.85,0.1,0.08,0.0,0.24
DTTA,LFML,0,110,13.86,26.78,-11.91,44.16,0.12,0.14,0.0,0.23
DTTA,LFMN,0,83,0.86,8.81,-8.58,19.73,0.04,0.05,-0.04,0.12
DTTA,LFPG,0,111,-4.94,16.25,-38.05,16.15,0.04,0.09,-0.09,0.19
DTTA,LFPG,1,17,10.46,14.97,-13.7,28.7,0.06,0.11,-0.06,0.22
DTTA,LFPG,2,66,-2.04,13.56,-13.1,28.85,0.04,0.11,-0.1,0.24
DTTA,LFPO,0,214,3.83,16.95,-14.37,22.21,0.08,0.11,-0.07,0.26
DTTA,LFPO,1,25,1.99,18.59,-19.56,24.02,0.06,0.09,-0.06,0.23
DTTA,LIMC,0,58,-40.89,18.03,-55.4,-2.2,-0.13,0.09,-0.24,0.04
DTTA,LIRF,0,85,-33.73,23.22,-71.9,3.74,-0.08,0.07,-0.18,0.04
DTTA,LTFM,0,84,-14.94,38.42,-47.27,32.0,0.01,0.15,-0.16,0.24
DTTA,LTFM,1,70,-22.29,19.74,-46.11,15.76,0.0,0.12,-0.16,0.21
DTTJ,LFPG,0,79,-5.93,17.26,-33.3,16.32,0.05,0.09,-0.07,0.19
DTTJ,LFPG,1,19,29.88,102.24,-21.61,187.98,0.18,0.42,-0.07,0.51
DTTJ,LFPO,0,52,-1.48,9.6,-16.4,10.78,0.04,0.08,-0.08,0.19
DTTJ,LFPO,1,62,-3.25,13.86,-19.06,23.78,0.04,0.11,-0.13,0.25
EBBR,EDDB,0,49,6.32,14.44,-14.0,31.3,0.01,0.07,-0.07,0.1
EBBR,EDDB,1,53,4.82,16.7,-19.6,34.78,0.0,0.05,-0.07,0.09
EBBR,EDDB,2,26,8.71,17.48,-16.08,25.52,0.04,0.07,-0.06,0.14
EBBR,EDDF,0,211,-50.72,17.44,-67.95,-26.95,-0.21,0.06,-0.29,-0.12
EBBR,EDDF,1,27,-63.04,11.85,-72.51,-36.1,-0.25,0.05,-0.29,-0.16
EBBR,EDDH,0,61,-66.38,19.01,-97.3,-34.2,-0.21,0.05,-0.3,-0.14
EBBR,EDDM,0,181,7.76,12.59,-6.1,32.2,-0.05,0.06,-0.13,0.07
EBBR,EDDP,0,57,-32.48,26.05,-66.08,-0.98,-0.08,0.08,-0.19,0.08
EBBR,EDDP,1,90,-40.35,24.15,-76.83,-10.84,-0.1,0.06,-0.18,-0.01
EBBR,EFHK,0,72,-3.75,13.88,-26.03,15.78,0.04,0.09,-0.08,0.2
EBBR,EGCC,0,50,13.32,8.31,1.09,23.02,0.06,0.07,-0.01,0.18
EBBR,EGLL,0,189,9.44,11.11,0.7,30.1,0.14,0.11,0.01,0.32
EBBR,EHAM,0,121,14.71,10.83,-8.1,31.3,0.1,0.05,-0.01,0.17
EBBR,EIDW,0,142,-6.55,20.06,-26.19,29.42,-0.01,0.1,-0.13,0.14
EBBR,EKCH,0,204,-17.38,13.64,-45.08,0.45,-0.11,0.05,-0.19,-0.02
EBBR,ENGM,0,34,-24.31,15.13,-50.73,-3.86,-0.06,0.07,-0.14,0.03
EBBR,ENGM,1,18,-21.66,13.75,-45.5,-6.66,-0.06,0.05,-0.17,0.01
EBBR,ENGM,2,35,-14.44,11.57,-38.67,1.37,-0.03,0.07,-0.12,0.12
EBBR,EPWA,0,89,-43.94,18.73,-68.58,-15.8,-0.08,0.07,-0.18,0.06
EBBR,EPWA,1,39,-50.34,18.1,-69.21,-18.78,-0.17,0.07,-0.27,-0.07
EBBR,ESGG,0,28,-12.6,13.23,-40.54,1.46,-0.04,0.05,-0.11,0.02
EBBR,ESGG,1,33,-8.5,10.3,-28.9,4.32,-0.04,0.04,-0.1,0.02
EBBR,ESSB,0,71,-5.85,6.75,-21.4,1.5,-0.03,0.06,-0.12,0.07
EBBR,GCTS,0,35,-27.58,21.13,-46.38,21.51,-0.06,0.23,-0.4,0.28
EBBR,GCTS,1,34,-18.76,19.78,-42.87,18.07,-0.1,0.17,-0.34,0.13
EBBR,GMMN,0,20,18.7,17.79,-5.64,43.28,0.11,0.15,-0.11,0.29
EBBR,GMMN,1,54,3.37,17.47,-18.56,35.87,0.02,0.17,-0.23,0.3
EBBR,GMMW,0,28,14.24,15.14,-7.09,33.52,0.06,0.12,-0.15,0.27
EBBR,GMMW,1,23,17.27,15.61,1.52,40.3,0.1,0.14,-0.14,0.31
EBBR,GMTT,0,40,-2.23,23.53,-31.41,37.22,0.05,0.14,-0.13,0.23
EBBR,GMTT,1,22,-8.91,30.3,-38.54,33.93,0.03,0.15,-0.23,0.2
EBBR,KJFK,0,24,0.83,44.14,-52.7,96.48,0.08,0.26,-0.25,0.5
EBBR,KJFK,1,23,-0.55,90.53,-74.4,112.37,-0.02,0.29,-0.42,0.42
EBBR,KJFK,2,10,2.11,26.2,-22.76,44.35,0.05,0.29,-0.26,0.5
EBBR,LEAL,0,51,-3.01,7.65,-10.95,12.65,0.03,0.1,-0.15,0.16
EBBR,LEAL,1,72,-1.81,39.55,-26.56,105.32,0.04,0.14,-0.19,0.2
EBBR,LEBL,0,39,-10.65,16.29,-29.2,18.21,-0.06,0.1,-0.21,0.07
EBBR,LEBL,1,61,-1.56,19.66,-23.9,33.4,-0.03,0.09,-0.13,0.08
EBBR,LEBL,2,26,-9.07,20.51,-30.75,27.52,-0.04,0.12,-0.2,0.18
EBBR,LEBL,3,15,-4.88,13.49,-19.71,22.39,-0.02,0.09,-0.13,0.09
EBBR,LEBL,4,70,-4.11,9.53,-14.58,16.13,-0.05,0.09,-0.19,0.13
EBBR,LEMD,0,201,-3.26,25.66,-35.6,44.9,0.02,0.12,-0.16,0.24
EBBR,LEMD,1,96,-2.81,21.24,-30.42,49.65,-0.01,0.1,-0.18,0.18
EBBR,LEMG,0,83,0.24,30.95,-24.49,41.3,0.06,0.16,-0.21,0.35
EBBR,LEMG,1,29,-4.29,11.3,-17.04,15.66,0.02,0.16,-0.22,0.29
EBBR,LEMG,2,36,-1.63,15.16,-13.02,23.2,0.05,0.14,-0.1,0.28
EBBR,LEPA,0,16,-8.48,17.14,-29.35,18.32,-0.0,0.11,-0.13,0.17
EBBR,LEPA,1,46,-8.39,16.52,-28.55,20.28,-0.0,0.11,-0.23,0.14
EBBR,LEVC,0,41,-5.43,34.22,-23.8,72.2,-0.02,0.1,-0.15,0.16
EBBR,LEVC,1,17,-3.82,6.32,-13.08,8.12,0.02,0.11,-0.13,0.21
EBBR,LFBO,0,62,0.35,8.89,-13.08,12.19,-0.01,0.06,-0.09,0.08
EBBR,LFLL,0,86,-0.99,25.62,-26.42,19.85,-0.05,0.1,-0.16,0.03
EBBR,LFML,0,48,-0.85,15.17,-27.46,20.18,0.02,0.07,-0.08,0.13
EBBR,LFML,1,15,7.4,14.41,-12.14,27.07,-0.0,0.09,-0.12,0.11
EBBR,LFMN,0,48,-41.06,22.97,-74.72,-5.59,-0.19,0.09,-0.35,-0.02
EBBR,LFMN,1,41,6.83,15.7,-12.4,37.4,0.03,0.11,-0.1,0.24
EBBR,LFPG,0,78,-2.82,17.73,-26.73,25.83,0.01,0.07,-0.08,0.12
EBBR,LGAV,0,39,-3.41,19.8,-25.44,27.5,-0.01,0.14,-0.22,0.26
EBBR,LGAV,1,16,-2.09,20.87,-32.45,29.88,-0.04,0.09,-0.16,0.1
EBBR,LGAV,2,10,-31.65,13.71,-53.9,-15.38,-0.11,0.07,-0.18,0.0
EBBR,LGAV,3,27,-10.72,12.73,-26.47,8.07,-0.02,0.11,-0.18,0.11
EBBR,LGAV,4,15,-5.97,12.62,-16.68,11.57,-0.01,0.11,-0.14,0.12
EBBR,LGAV,5,7,-4.67,10.2,-17.09,8.36,-0.02,0.11,-0.14,0.12
EBBR,LGIR,0,74,-4.96,12.55,-19.3,18.94,-0.04,0.11,-0.2,0.15
EBBR,LHBP,0,50,-15.96,18.18,-32.66,6.79,-0.05,0.08,-0.17,0.06
EBBR,LIMC,0,76,-45.11,13.92,-58.95,-24.8,-0.25,0.08,-0.35,-0.14
EBBR,LIML,0,34,37.16,15.48,18.15,56.97,0.09,0.13,-0.03,0.34
EBBR,LIML,1,72,18.95,20.03,-13.08,53.55,-0.0,0.07,-0.11,0.12
EBBR,LIML,2,42,35.12,11.43,19.88,51.66,0.06,0.07,-0.07,0.16
EBBR,LIRF,0,58,-29.36,19.03,-52.53,7.94,-0.16,0.07,-0.29,-0.06
EBBR,LIRF,1,98,-22.07,22.44,-43.5,16.44,-0.1,0.09,-0.23,0.03
EBBR,LIRF,2,20,-30.2,25.36,-52.02,21.36,-0.12,0.12,-0.26,0.12
EBBR,LKPR,0,76,-12.96,13.92,-27.35,3.42,-0.05,0.06,-0.13,0.02
EBBR,LLBG,0,50,3.22,12.94,-13.18,25.37,-0.04,0.15,-0.26,0.14
EBBR,LLBG,1,14,4.46,22.32,-13.76,43.0,-0.07,0.09,-0.21,0.05
EBBR,LOWW,0,172,10.57,16.25,-7.84,37.24,0.03,0.07,-0.07,0.17
EBBR,LOWW,1,16,9.1,29.44,-20.67,53.78,0.03,0.08,-0.08,0.15
EBBR,LPFR,0,28,1.12,12.22,-10.42,22.66,-0.04,0.13,-0.21,0.13
EBBR,LPFR,1,31,-0.94,12.94,-16.35,20.65,0.02,0.11,-0.15,0.2
EBBR,LPPR,0,40,-2.48,11.16,-23.62,13.06,0.02,0.11,-0.12,0.19
EBBR,LPPR,1,34,-1.83,10.28,-14.7,12.74,0.02,0.1,-0.08,0.18
EBBR,LPPT,0,115,-8.21,24.26,-41.61,35.83,0.05,0.1,-0.11,0.2
EBBR,LPPT,1,64,-4.72,21.81,-38.14,22.33,0.01,0.1,-0.17,0.14
EBBR,LSGG,0,60,-12.67,9.54,-30.78,-1.79,-0.0,0.05,-0.09,0.09
EBBR,LSGG,1,63,-38.2,11.22,-48.38,-10.12,-0.14,0.07,-0.23,0.01
EBBR,LSGG,2,48,-36.89,12.24,-47.8,-9.55,-0.12,0.06,-0.2,-0.04
EBBR,LSZH,0,124,6.91,9.99,-5.69,28.19,0.05,0.07,-0.03,0.15
EBBR,LTAI,0,32,1.86,19.65,-27.98,35.76,0.07,0.11,-0.1,0.25
EBBR,LTAI,1,38,-0.53,20.17,-24.6,36.91,0.07,0.13,-0.16,0.25
EBBR,LTFM,0,104,-19.09,16.43,-37.08,16.68,-0.02,0.12,-0.18,0.15
EBBR,LTFM,1,27,-9.91,35.38,-34.9,15.7,0.01,0.19,-0.23,0.27
EBBR,OMDB,0,60,26.55,28.8,-6.88,87.02,0.26,0.13,0.06,0.44
EBBR,OTHH,0,69,34.83,22.65,2.42,77.06,0.15,0.11,-0.01,0.34
EBCI,EGCC,0,69,15.87,44.15,0.7,25.58,0.08,0.2,-0.02,0.18
EBCI,LEAL,0,15,-11.4,8.95,-20.76,4.13,0.07,0.07,-0.04,0.16
EBCI,LEAL,1,35,-9.42,70.18,-61.95,114.09,0.06,0.19,-0.18,0.41
EBCI,LEGE,0,55,-12.12,14.48,-25.49,9.66,-0.01,0.07,-0.11,0.1
EBCI,LFML,0,25,-10.14,18.11,-31.74,29.2,0.06,0.09,-0.05,0.21
EBCI,LFML,1,30,0.32,15.85,-24.54,21.98,0.03,0.06,-0.06,0.11
EBCI,LHBP,0,57,-19.08,16.92,-41.06,8.1,0.02,0.06,-0.07,0.12
EBCI,LIME,0,72,-63.79,23.21,-86.14,-11.49,-0.1,0.08,-0.2,0.06
EBCI,LIPH,0,44,-34.81,10.4,-46.9,-11.16,-0.07,0.05,-0.15,-0.0
EBCI,LIPH,1,25,-25.69,4.12,-31.66,-18.66,-0.02,0.05,-0.09,0.05
EBCI,LIRP,0,30,8.05,28.59,-14.54,41.0,0.05,0.1,-0.06,0.18
EBCI,LIRP,1,21,-16.09,21.9,-49.7,16.6,-0.05,0.06,-0.15,0.04
EBCI,LROP,0,24,-41.07,18.87,-67.52,-7.64,-0.05,0.1,-0.22,0.06
EBCI,LROP,1,18,-53.06,9.08,-63.16,-37.57,-0.09,0.08,-0.21,0.02
EBCI,LROP,2,18,-45.48,17.2,-62.81,-12.22,-0.08,0.09,-0.23,0.06
EBCI,LTFJ,0,53,-27.81,20.23,-53.7,13.76,0.03,0.14,-0.17,0.28
EBLG,LIMC,0,27,-70.9,29.76,-104.6,-22.77,-0.33,0.3,-0.71,0.13
EBLG,LIMC,1,23,-104.65,21.15,-128.23,-61.76,-0.53,0.08,-0.65,-0.42
EBLG,LIMC,2,18,-90.6,52.9,-156.24,16.43,-0.35,0.18,-0.51,0.04
EBLG,OTHH,0,61,16.55,29.51,-22.7,69.6,0.1,0.12,-0.07,0.32
EDDB,EBBR,0,128,-8.29,14.11,-26.16,18.35,-0.04,0.06,-0.13,0.05
EDDB,EDDF,0,364,-35.05,34.23,-73.4,21.61,-0.21,0.09,-0.33,-0.08
EDDB,EDDK,0,133,2.83,12.49,-12.8,27.92,0.03,0.05,-0.05,0.11
EDDB,EDDK,1,26,24.66,17.36,3.3,55.45,0.05,0.07,-0.05,0.18
EDDB,EDDL,0,135,1.63,12.39,-13.29,25.76,0.04,0.06,-0.04,0.14
EDDB,EDDM,0,286,-47.92,15.33,-66.88,-18.58,-0.2,0.06,-0.28,-0.11
EDDB,EDDM,1,24,-20.33,17.56,-46.37,3.27,-0.12,0.06,-0.19,-0.03
EDDB,EDDS,0,175,-8.45,12.85,-24.66,12.87,-0.03,0.06,-0.13,0.05
EDDB,EFHK,0,39,-25.98,14.0,-53.14,-10.04,-0.03,0.1,-0.16,0.17
EDDB,EFHK,1,82,-22.98,12.45,-40.3,-4.91,-0.02,0.08,-0.14,0.09
EDDB,EGCC,0,55,-19.47,23.57,-49.67,19.48,0.03,0.1,-0.13,0.18
EDDB,EGKK,0,79,6.91,11.17,-7.92,30.53,0.18,0.17,0.02,0.4
EDDB,EGLC,0,80,-4.24,7.58,-13.02,13.61,0.04,0.06,-0.05,0.14
EDDB,EGLL,0,143,4.69,11.14,-8.59,26.69,0.19,0.12,0.02,0.39
EDDB,EGSS,0,92,4.56,15.84,-12.65,29.86,0.1,0.13,-0.01,0.2
EDDB,EHAM,0,215,3.61,8.72,-6.06,19.79,0.06,0.06,-0.03,0.16
EDDB,EHAM,1,58,4.51,6.64,-4.68,17.0,0.05,0.06,-0.04,0.16
EDDB,EHAM,2,15,-25.34,11.32,-40.92,-9.02,0.01,0.08,-0.1,0.12
EDDB,EIDW,0,110,-11.1,22.0,-32.92,28.08,0.0,0.15,-0.16,0.27
EDDB,EKCH,0,19,-39.33,10.75,-50.0,-27.29,-0.16,0.05,-0.22,-0.1
EDDB,EKCH,1,48,-39.33,8.1,-52.76,-26.62,-0.18,0.05,-0.27,-0.11
EDDB,EKCH,2,28,-24.83,8.02,-37.97,-14.48,-0.16,0.04,-0.23,-0.07
EDDB,EKCH,3,15,-37.32,22.64,-64.77,-4.93,-0.16,0.08,-0.25,-0.04
EDDB,EKCH,4,53,-50.79,9.66,-64.08,-31.96,-0.22,0.05,-0.3,-0.14
EDDB,EKCH,5,19,-30.43,13.03,-49.06,-3.23,-0.21,0.05,-0.26,-0.12
EDDB,ELLX,0,46,-15.2,20.1,-38.4,15.15,-0.08,0.06,-0.19,0.0
EDDB,ELLX,1,17,-33.2,20.6,-63.78,-5.8,-0.06,0.15,-0.28,0.18
EDDB,ENGM,0,62,-36.85,12.63,-56.28,-16.99,-0.1,0.08,-0.2,0.04
EDDB,ENGM,1,33,-19.81,11.92,-41.94,-2.62,-0.07,0.07,-0.18,0.04
EDDB,ESSA,0,119,-8.59,13.33,-25.01,17.05,0.04,0.09,-0.08,0.2
EDDB,EVRA,0,65,-6.24,15.75,-22.78,23.4,0.01,0.08,-0.09,0.17
EDDB,LEBL,0,28,-31.35,31.86,-74.92,31.41,-0.08,0.12,-0.24,0.13
EDDB,LEBL,1,45,-16.51,20.82,-44.48,16.08,-0.06,0.13,-0.23,0.19
EDDB,LEBL,2,55,-18.71,22.78,-48.25,18.04,-0.05,0.13,-0.22,0.19
EDDB,LEMD,0,42,-15.84,12.72,-38.59,3.39,-0.01,0.13,-0.19,0.13
EDDB,LEMD,1,23,-5.33,20.3,-33.57,33.99,0.06,0.14,-0.17,0.24
EDDB,LEMD,2,48,-16.43,21.08,-37.02,14.52,-0.02,0.13,-0.21,0.22
EDDB,LEMG,0,25,-21.13,12.29,-38.38,-2.76,0.02,0.12,-0.11,0.2
EDDB,LEMG,1,18,-5.28,18.88,-24.85,20.14,0.04,0.14,-0.14,0.28
EDDB,LEMG,2,23,-26.99,20.03,-56.29,-3.51,-0.0,0.15,-0.24,0.27
EDDB,LEPA,0,210,-20.36,19.12,-49.35,11.79,-0.02,0.13,-0.23,0.18
EDDB,LEPA,1,39,-27.57,22.48,-54.95,6.14,-0.01,0.15,-0.2,0.23
EDDB,LFPG,0,137,-7.38,12.99,-25.08,14.94,0.03,0.09,-0.1,0.15
EDDB,LFPG,1,129,-3.64,18.28,-21.54,34.78,0.05,0.07,-0.06,0.14
EDDB,LFPO,0,48,1.36,32.89,-37.16,50.23,0.07,0.09,-0.05,0.22
EDDB,LFPO,1,35,-22.65,34.26,-63.75,34.82,-0.0,0.1,-0.13,0.15
EDDB,LFSB,0,61,-23.53,8.54,-35.7,-7.0,-0.03,0.06,-0.12,0.08
EDDB,LGAV,0,17,-25.28,27.44,-53.2,37.26,-0.0,0.14,-0.21,0.22
EDDB,LGAV,1,23,-32.35,17.98,-53.86,0.36,0.05,0.18,-0.12,0.3
EDDB,LGAV,2,20,-17.12,19.94,-41.56,15.31,0.01,0.09,-0.12,0.1
EDDB,LGIR,0,17,-29.78,9.44,-40.6,-12.84,-0.1,0.12,-0.27,0.08
EDDB,LGIR,1,36,-17.53,13.14,-38.3,3.42,-0.06,0.11,-0.2,0.14
EDDB,LGTS,0,17,-20.72,22.54,-42.32,18.16,0.01,0.14,-0.21,0.2
EDDB,LGTS,1,25,-19.9,15.73,-39.66,7.18,-0.03,0.08,-0.13,0.11
EDDB,LGTS,2,15,-39.45,18.29,-59.97,-9.62,-0.02,0.11,-0.14,0.2
EDDB,LHBP,0,41,-46.3,44.47,-76.8,-24.5,-0.02,0.12,-0.09,0.05
EDDB,LHBP,1,25,-44.01,14.38,-55.68,-18.2,-0.04,0.06,-0.12,0.07
EDDB,LIML,0,30,-22.02,13.84,-34.38,8.2,-0.08,0.09,-0.19,0.1
EDDB,LIML,1,49,17.33,22.66,-6.4,42.52,0.02,0.12,-0.1,0.27
EDDB,LIPZ,0,32,-75.06,16.46,-95.04,-43.04,-0.27,0.09,-0.39,-0.1
EDDB,LIPZ,1,30,-85.98,19.04,-107.34,-49.9,-0.24,0.08,-0.36,-0.1
EDDB,LIRF,0,47,-82.85,18.86,-107.51,-49.35,-0.15,0.12,-0.3,0.07
EDDB,LIRF,1,46,-73.13,17.07,-93.48,-44.45,-0.14,0.08,-0.23,0.04
EDDB,LLBG,0,19,-3.98,14.94,-21.6,17.94,0.06,0.11,-0.06,0.23
EDDB,LLBG,1,59,-3.35,18.67,-26.58,32.66,-0.02,0.12,-0.17,0.17
EDDB,LOWW,0,221,-18.69,14.77,-36.8,8.1,-0.01,0.06,-0.1,0.1
EDDB,LPPT,0,25,-14.43,28.84,-51.52,29.68,0.04,0.12,-0.12,0.26
EDDB,LPPT,1,39,-7.08,17.87,-32.71,18.18,0.09,0.15,-0.13,0.29
EDDB,LPPT,2,26,-22.46,26.27,-55.1,18.77,0.02,0.14,-0.15,0.26
EDDB,LSZH,0,242,-31.4,13.78,-48.09,-5.16,-0.08,0.09,-0.19,0.09
EDDB,LTAI,0,17,-15.29,31.18,-47.28,35.62,0.01,0.11,-0.12,0.18
EDDB,LTAI,1,66,-6.85,17.82,-30.5,21.95,0.04,0.15,-0.15,0.28
EDDB,LTAI,2,102,-2.96,18.12,-31.94,20.21,0.04,0.12,-0.12,0.27
EDDB,LTAI,3,29,-5.47,22.64,-34.16,17.92,0.07,0.12,-0.1,0.26
EDDB,LTAI,4,20,-11.68,16.81,-36.26,13.76,0.04,0.14,-0.14,0.34
EDDB,LTBJ,0,14,5.4,6.33,-3.4,13.47,-0.01,0.11,-0.13,0.19
EDDB,LTBJ,1,34,9.81,18.14,-14.19,41.5,-0.01,0.12,-0.2,0.18
EDDB,LTBJ,2,26,12.68,14.44,-9.68,29.12,0.05,0.2,-0.12,0.22
EDDB,LTFJ,0,36,-9.86,34.43,-46.0,52.15,0.01,0.17,-0.16,0.32
EDDB,LTFJ,1,64,-18.8,24.72,-48.06,19.85,0.01,0.13,-0.16,0.24
EDDB,LTFM,0,138,-15.63,23.0,-42.74,17.07,0.02,0.15,-0.16,0.27
EDDB,OTHH,0,60,23.56,24.81,-12.5,58.4,0.11,0.11,-0.11,0.27
EDDC,EDDF,0,49,-35.46,30.22,-77.3,1.22,-0.2,0.07,-0.29,-0.11
EDDC,EDDF,1,81,-41.19,27.41,-72.4,-3.7,-0.21,0.07,-0.32,-0.1
EDDC,EDDM,0,74,-15.79,14.36,-31.2,13.2,-0.11,0.05,-0.19,-0.05
EDDC,LEPA,0,55,-3.66,17.93,-27.62,29.29,0.02,0.13,-0.18,0.22
EDDF,BIKF,0,67,-0.95,34.03,-37.39,77.96,0.05,0.15,-0.16,0.29
EDDF,CYUL,0,22,-5.45,60.68,-72.97,114.63,0.04,0.32,-0.46,0.54
EDDF,CYUL,1,33,-2.82,28.95,-32.74,65.14,-0.0,0.27,-0.3,0.45
EDDF,CYUL,2,24,-4.12,92.32,-82.9,155.43,0.03,0.29,-0.46,0.49
EDDF,CYVR,0,25,-6.62,32.05,-43.08,60.64,-0.09,0.28,-0.43,0.41
EDDF,CYVR,1,29,-10.86,34.55,-55.08,52.94,-0.01,0.21,-0.26,0.38
EDDF,CYVR,2,21,-8.07,20.66,-36.8,21.4,0.03,0.16,-0.19,0.28
EDDF,CYYC,0,28,-10.47,24.47,-42.58,24.66,-0.02,0.19,-0.3,0.3
EDDF,CYYC,1,23,8.77,96.88,-52.13,54.28,0.11,0.73,-0.29,0.52
EDDF,CYYZ,0,37,-9.08,38.06,-45.58,57.4,-0.02,0.29,-0.35,0.48
EDDF,CYYZ,1,36,-4.85,52.69,-56.38,77.15,-0.0,0.28,-0.39,0.49
EDDF,CYYZ,2,63,-7.97,77.45,-97.79,146.01,0.02,0.28,-0.43,0.48
EDDF,DAAG,0,58,7.06,11.75,-3.1,31.38,0.01,0.12,-0.16,0.17
EDDF,DTTA,0,52,10.8,18.57,-10.97,42.29,0.03,0.13,-0.14,0.3
EDDF,DTTA,1,40,16.87,15.26,-2.72,41.72,0.03,0.11,-0.1,0.24
EDDF,EBBR,0,240,-10.16,11.58,-21.7,14.6,-0.07,0.05,-0.16,0.01
EDDF,EDDB,0,98,-1.55,21.69,-34.43,33.44,-0.03,0.05,-0.12,0.05
EDDF,EDDB,1,96,-1.94,24.77,-30.48,34.95,-0.03,0.08,-0.13,0.05
EDDF,EDDB,2,17,-12.75,16.54,-32.06,14.9,-0.07,0.07,-0.15,0.03
EDDF,EDDB,3,15,-2.07,22.96,-35.43,24.34,0.01,0.09,-0.1,0.15
EDDF,EDDB,4,138,-3.3,20.32,-34.26,30.02,-0.07,0.06,-0.16,0.02
EDDF,EDDC,0,55,2.04,10.77,-13.93,19.51,-0.05,0.04,-0.1,0.0
EDDF,EDDC,1,74,-6.54,11.07,-17.98,10.67,-0.04,0.03,-0.09,0.01
EDDF,EDDG,0,101,6.92,9.16,-2.6,21.2,0.01,0.04,-0.04,0.07
EDDF,EDDH,0,158,-33.18,18.5,-58.0,7.72,-0.13,0.06,-0.21,-0.03
EDDF,EDDH,1,145,-33.25,17.03,-63.44,-2.8,-0.14,0.05,-0.22,-0.06
EDDF,EDDH,2,32,-34.37,13.99,-56.44,-13.48,-0.21,0.06,-0.29,-0.15
EDDF,EDDH,3,11,-42.32,16.0,-64.1,-23.3,-0.25,0.05,-0.32,-0.18
EDDF,EDDL,0,124,-15.29,15.63,-36.77,10.61,-0.06,0.06,-0.13,0.06
EDDF,EDDM,0,345,6.53,15.94,-6.0,28.96,-0.07,0.07,-0.15,0.02
EDDF,EDDN,0,122,-43.73,20.35,-61.5,-4.92,-0.16,0.04,-0.21,-0.1
EDDF,EDDP,0,119,-43.17,19.83,-70.11,-18.1,-0.13,0.05,-0.2,-0.06
EDDF,EDDP,1,30,-16.84,24.85,-60.76,10.06,0.02,0.09,-0.13,0.14
EDDF,EDDP,2,19,-46.07,14.35,-60.05,-23.79,-0.18,0.04,-0.23,-0.12
EDDF,EDDP,3,27,-44.8,28.11,-77.16,-10.89,-0.21,0.06,-0.29,-0.13
EDDF,EDDS,0,111,-21.38,4.0,-24.85,-14.45,-0.05,0.02,-0.09,-0.01
EDDF,EDDV,0,123,6.29,26.98,-10.16,24.78,-0.01,0.17,-0.08,0.04
EDDF,EDDW,0,134,1.4,10.61,-12.57,17.3,-0.05,0.04,-0.11,0.02
EDDF,EDNY,0,106,-5.86,4.64,-12.95,0.6,0.0,0.02,-0.03,0.05
